,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,1600,582,"Euros 2016, Qualifiers",03.09.15,Bulgaria vs Norway,2015,Bulgaria,BG,15. Чочев,Chochev,['Ivaylo Chochev'],Success
1,1601,582,"Euros 2016, Qualifiers",03.09.15,Bulgaria vs Norway,2015,Bulgaria,BG,17. Миланов,Milanov,"['Iliya Milanov', 'Georgi Milanov', 'Zhivko Milanov']",Success
2,1602,582,"Euros 2016, Qualifiers",03.09.15,Bulgaria vs Norway,2015,Bulgaria,BG,21. Дяков,Dyakov,['Svetoslav Dyakov'],Success
3,1603,582,"Euros 2016, Qualifiers",03.09.15,Bulgaria vs Norway,2015,Norway,NO,3. Ховланн,Hovlann,['Even Hovland'],Success
4,1604,582,"Euros 2016, Qualifiers",03.09.15,Bulgaria vs Norway,2015,Norway,NO,9. Седерлунн,Sederlunn,['Alexander Søderlund'],Success
5,1605,582,"Euros 2016, Qualifiers",03.09.15,Bulgaria vs Norway,2015,Norway,NO,19. Бергет,Berget,['Jo Inge Berget'],Success
6,1606,583,"Euros 2016, Qualifiers",03.09.15,Italy vs Malta,2015,Italy,IT,21. Пирло,Pirlo,['Andrea Pirlo'],Success
7,1607,583,"Euros 2016, Qualifiers",03.09.15,Italy vs Malta,2015,Malta,MT,1. Хогг,Hogg,['Andrew Hogg'],Success
8,1608,583,"Euros 2016, Qualifiers",03.09.15,Italy vs Malta,2015,Malta,MT,2. Мускат А.,A Muscat,['Rowen Muscat'],Success
9,1609,583,"Euros 2016, Qualifiers",03.09.15,Italy vs Malta,2015,Malta,MT,5. Агиус,Agius,['Andrei Agius'],Success
10,1610,583,"Euros 2016, Qualifiers",03.09.15,Italy vs Malta,2015,Malta,MT,6. Фенек,['Paul Fenech'],['Paul Fenech'],Success
11,1611,583,"Euros 2016, Qualifiers",03.09.15,Italy vs Malta,2015,Malta,MT,7. Файлла,Failla,['Clayton Failla'],Success
12,1612,583,"Euros 2016, Qualifiers",03.09.15,Italy vs Malta,2015,Malta,MT,8. Бриффа,Briffa,"['Roderick Briffa', 'Emanuel Briffa']",Success
13,1613,583,"Euros 2016, Qualifiers",03.09.15,Italy vs Malta,2015,Malta,MT,11. Мускат Р.,R Muscat,['Rowen Muscat'],Success
14,1614,583,"Euros 2016, Qualifiers",03.09.15,Italy vs Malta,2015,Malta,MT,13. Шембри,Schembri,['André Schembri'],Success
15,1615,583,"Euros 2016, Qualifiers",03.09.15,Italy vs Malta,2015,Malta,MT,15. Борг С.,S Borg,['Steve Borg'],Success
16,1616,583,"Euros 2016, Qualifiers",03.09.15,Italy vs Malta,2015,Malta,MT,19. Эффьонг,Effiong,['Alfred Effiong'],Success
17,1617,583,"Euros 2016, Qualifiers",03.09.15,Italy vs Malta,2015,Malta,MT,22. Мускат З.,Z Muskat,['Zach Muscat'],Success
18,1618,584,"Euros 2016, Qualifiers",06.09.15,Malta vs Azerbaijan,2015,Malta,MT,1. Хогг,Hogg,['Andrew Hogg'],Success
19,1619,584,"Euros 2016, Qualifiers",06.09.15,Malta vs Azerbaijan,2015,Malta,MT,2. Мускат А.,A Muscat,['Rowen Muscat'],Success
20,1620,584,"Euros 2016, Qualifiers",06.09.15,Malta vs Azerbaijan,2015,Malta,MT,5. Агиус,Agius,['Andrei Agius'],Success
21,1621,584,"Euros 2016, Qualifiers",06.09.15,Malta vs Azerbaijan,2015,Malta,MT,7. Файла,File,0,Fail
22,1622,584,"Euros 2016, Qualifiers",06.09.15,Malta vs Azerbaijan,2015,Malta,MT,8. Бриффа,Briffa,"['Roderick Briffa', 'Emanuel Briffa']",Success
23,1623,584,"Euros 2016, Qualifiers",06.09.15,Malta vs Azerbaijan,2015,Malta,MT,9. Мифсуд,Mifsud,"['Michael Mifsud', 'Jean Pierre Mifsud Triganza']",Success
24,1624,584,"Euros 2016, Qualifiers",06.09.15,Malta vs Azerbaijan,2015,Malta,MT,11. Мускат Р.,R Muscat,['Rowen Muscat'],Success
25,1625,584,"Euros 2016, Qualifiers",06.09.15,Malta vs Azerbaijan,2015,Malta,MT,13. Шембри,Schembri,['André Schembri'],Success
26,1626,584,"Euros 2016, Qualifiers",06.09.15,Malta vs Azerbaijan,2015,Malta,MT,15. Борг С.,S Borg,0,Fail
27,1627,584,"Euros 2016, Qualifiers",06.09.15,Malta vs Azerbaijan,2015,Malta,MT,17. Камиллери,Camilleri,"['Ryan Camilleri', 'Dale Camilleri']",Success
28,1628,584,"Euros 2016, Qualifiers",06.09.15,Malta vs Azerbaijan,2015,Malta,MT,19. Эффьонг,Effiong,['Alfred Effiong'],Success
29,1629,584,"Euros 2016, Qualifiers",06.09.15,Malta vs Azerbaijan,2015,Azerbaijan,AZ,1. Агаев К.,K Agaev,['Kamran Agayev'],Success
30,1630,584,"Euros 2016, Qualifiers",06.09.15,Malta vs Azerbaijan,2015,Azerbaijan,AZ,2. Гараев,Garaev,0,Fail
