,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,2600,191,World Cup 2014,24.06.14,Greece vs Ivory Coast,2014,Greece,GR,14. Салпигидис,Dimitrios Salpingidis,['Dimitrios Salpingidis'],Success
1,2601,191,World Cup 2014,24.06.14,Greece vs Ivory Coast,2014,Ivory Coast,CI,1. Барри,Barry,['Boubacar Copa'],Success
2,2602,192,World Cup 2014,14.06.14,Uruguay vs Costa Rica,2014,Uruguay,UY,2. Лугано,Lugano,['Diego Lugano'],Success
3,2603,192,World Cup 2014,14.06.14,Uruguay vs Costa Rica,2014,Uruguay,UY,5. Гаргано,Gargano,['Walter Gargano'],Success
4,2604,192,World Cup 2014,14.06.14,Uruguay vs Costa Rica,2014,Uruguay,UY,10. Форлан,Forlan,['Diego Forlán'],Success
5,2605,193,World Cup 2014,15.06.14,England vs Italy,2014,Italy,IT,21. Пирло,Pirlo,['Andrea Pirlo'],Success
6,2606,195,World Cup 2014,20.06.14,Italy vs Costa Rica,2014,Italy,IT,21. Пирло,Pirlo,['Andrea Pirlo'],Success
7,2607,196,World Cup 2014,24.06.14,Italy vs Uruguay,2014,Italy,IT,21. Пирло,Pirlo,['Andrea Pirlo'],Success
8,2608,197,World Cup 2014,24.06.14,Costa Rica vs England,2014,Costa Rica,CR,19. Миллер Рой,Miller Roy,['Roy Miller'],Success
9,2609,197,World Cup 2014,24.06.14,Costa Rica vs England,2014,Costa Rica,CR,14. Бренес,Brenes,"['Randall Brenes', 'Jefferson Brenes']",Success
10,2610,198,World Cup 2014,15.06.14,Switzerland vs Ecuador,2014,Ecuador,EC,2. Гуагуа,Guagua,['Jorge Guagua'],Success
11,2611,199,World Cup 2014,15.06.14,France vs Honduras,2014,Honduras,HN,18. Валладарес,Valladares,['Noel Valladares'],Success
12,2612,199,World Cup 2014,15.06.14,France vs Honduras,2014,Honduras,HN,21. Бекелес,Bekeles,['Brayan Beckeles'],Success
13,2613,199,World Cup 2014,15.06.14,France vs Honduras,2014,Honduras,HN,5. Бернардес,Bernardez,"['Marvin Bernardez', 'Victor Bernardez', 'Víctor Bernárdez', 'Marvin Bernárdez']",Success
14,2614,199,World Cup 2014,15.06.14,France vs Honduras,2014,Honduras,HN,7. Изагирре,Izaguirre,['Emilio Izaguirre'],Success
15,2615,199,World Cup 2014,15.06.14,France vs Honduras,2014,Honduras,HN,19. Гарридо Л.,L Garrido,['Luis Garrido'],Success
16,2616,199,World Cup 2014,15.06.14,France vs Honduras,2014,Honduras,HN,15. Эспиноса,Espinosa,['Róger Espinoza'],Success
17,2617,199,World Cup 2014,15.06.14,France vs Honduras,2014,Honduras,HN,11. Бенгтсон,Bengtson,['Jerry Bengtson'],Success
18,2618,199,World Cup 2014,15.06.14,France vs Honduras,2014,Honduras,HN,13. Костли,Costley,['Carlo Costly'],Success
19,2619,201,World Cup 2014,21.06.14,Honduras vs Ecuador,2014,Honduras,HN,18. Валладарес,Valladares,['Noel Valladares'],Success
20,2620,201,World Cup 2014,21.06.14,Honduras vs Ecuador,2014,Honduras,HN,21. Бекелес,Bekeles,['Brayan Beckeles'],Success
21,2621,201,World Cup 2014,21.06.14,Honduras vs Ecuador,2014,Honduras,HN,5. Бернардес,Bernardez,"['Marvin Bernardez', 'Victor Bernardez', 'Víctor Bernárdez', 'Marvin Bernárdez']",Success
22,2622,201,World Cup 2014,21.06.14,Honduras vs Ecuador,2014,Honduras,HN,7. Изагирре,Izaguirre,['Emilio Izaguirre'],Success
23,2623,201,World Cup 2014,21.06.14,Honduras vs Ecuador,2014,Honduras,HN,14. Гарсия Б-к,Garcia Bq,['Boniek García'],Success
24,2624,201,World Cup 2014,21.06.14,Honduras vs Ecuador,2014,Honduras,HN,19. Гарридо Л.,L Garrido,['Luis Garrido'],Success
25,2625,201,World Cup 2014,21.06.14,Honduras vs Ecuador,2014,Honduras,HN,20. Кларос,Klaros,['Jorge Claros'],Success
26,2626,201,World Cup 2014,21.06.14,Honduras vs Ecuador,2014,Honduras,HN,15. Эспиноса,Espinosa,['Róger Espinoza'],Success
27,2627,201,World Cup 2014,21.06.14,Honduras vs Ecuador,2014,Honduras,HN,11. Бенгтсон,Bengtson,['Jerry Bengtson'],Success
28,2628,201,World Cup 2014,21.06.14,Honduras vs Ecuador,2014,Honduras,HN,13. Костли,Costley,['Carlo Costly'],Success
29,2629,201,World Cup 2014,21.06.14,Honduras vs Ecuador,2014,Ecuador,EC,2. Гуагуа,Guagua,['Jorge Guagua'],Success
30,2630,202,World Cup 2014,25.06.14,Honduras vs Switzerland,2014,Honduras,HN,18. Валладарес,Valladares,['Noel Valladares'],Success
