,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,1100,528,"Euros 2016, Qualifiers",08.10.15,Northern Ireland vs Greece,2015,Greece,GR,21. Аравидис,Aravidis,['Christos Aravidis'],Success
1,1101,529,"Euros 2016, Qualifiers",08.10.15,Romania vs Finland,2015,Romania,RO,5. Хобан,Hoban,['Ovidiu Hoban'],Success
2,1102,529,"Euros 2016, Qualifiers",08.10.15,Romania vs Finland,2015,Finland,FI,1. Градецки,Gradecki,['Matej Hradecky'],Success
3,1103,529,"Euros 2016, Qualifiers",08.10.15,Romania vs Finland,2015,Finland,FI,2. Арауюри,Arayuuri,['Paulus Arajuuri'],Success
4,1104,529,"Euros 2016, Qualifiers",08.10.15,Romania vs Finland,2015,Finland,FI,13. Аркивуо,Arquivuo,['Kari Arkivuo'],Success
5,1105,529,"Euros 2016, Qualifiers",08.10.15,Romania vs Finland,2015,Finland,FI,18. Уронен,Dropped,0,Fail
6,1106,529,"Euros 2016, Qualifiers",08.10.15,Romania vs Finland,2015,Finland,FI,6. Шюллер,Schuller,['Rasmus Schüller'],Success
7,1107,529,"Euros 2016, Qualifiers",08.10.15,Romania vs Finland,2015,Finland,FI,19. Ринг,Boxing ring,['Alexander Ring'],Success
8,1108,529,"Euros 2016, Qualifiers",08.10.15,Romania vs Finland,2015,Finland,FI,20. Похьянпало,Pohjanpalo,['Joel Pohjanpalo'],Success
9,1109,530,"Euros 2016, Qualifiers",11.10.15,Faroe Islands vs Romania,2015,Faroe Islands,FO,Хольст,Holst,['Christian Holst'],Success
10,1110,530,"Euros 2016, Qualifiers",11.10.15,Faroe Islands vs Romania,2015,Faroe Islands,FO,2. Нес,Nes,0,Fail
11,1111,530,"Euros 2016, Qualifiers",11.10.15,Faroe Islands vs Romania,2015,Faroe Islands,FO,5. Наттестад,Nattestad,['Sonni Nattestad'],Success
12,1112,530,"Euros 2016, Qualifiers",11.10.15,Faroe Islands vs Romania,2015,Faroe Islands,FO,8. Хенриксен,Henriksen,0,Fail
13,1113,530,"Euros 2016, Qualifiers",11.10.15,Faroe Islands vs Romania,2015,Faroe Islands,FO,9. Соренсен,Sorensen,['Hanus Sørensen'],Success
14,1114,530,"Euros 2016, Qualifiers",11.10.15,Faroe Islands vs Romania,2015,Faroe Islands,FO,14. Ванхамар,Vanhamar,"['Sölvi Vatnhamar', 'Gunnar Vatnhamar']",Success
15,1115,530,"Euros 2016, Qualifiers",11.10.15,Faroe Islands vs Romania,2015,Faroe Islands,FO,15. Фере,Fere,0,Fail
16,1116,530,"Euros 2016, Qualifiers",11.10.15,Faroe Islands vs Romania,2015,Faroe Islands,FO,16. Бартальсстову,Bartalsstow,['Kaj Leo í Bartalsstovu'],Success
17,1117,530,"Euros 2016, Qualifiers",11.10.15,Faroe Islands vs Romania,2015,Romania,RO,5. Хобан,Hoban,['Ovidiu Hoban'],Success
18,1118,530,"Euros 2016, Qualifiers",11.10.15,Faroe Islands vs Romania,2015,Romania,RO,16. Мэцэл,Matsel,['Cosmin Matei'],Success
19,1119,530,"Euros 2016, Qualifiers",11.10.15,Faroe Islands vs Romania,2015,Romania,RO,20. Будеску,Budescu,['Constantin Budescu'],Success
20,1120,531,"Euros 2016, Qualifiers",11.10.15,Finland vs Northern Ireland,2015,Finland,FI,1. Градецки,Gradecki,['Matej Hradecky'],Success
21,1121,531,"Euros 2016, Qualifiers",11.10.15,Finland vs Northern Ireland,2015,Finland,FI,2. Араюури,Arajuuri,['Paulus Arajuuri'],Success
22,1122,531,"Euros 2016, Qualifiers",11.10.15,Finland vs Northern Ireland,2015,Finland,FI,5. Япасто,Yapasto,0,Fail
23,1123,531,"Euros 2016, Qualifiers",11.10.15,Finland vs Northern Ireland,2015,Finland,FI,6. Шюллер,Schuller,['Rasmus Schüller'],Success
24,1124,531,"Euros 2016, Qualifiers",11.10.15,Finland vs Northern Ireland,2015,Finland,FI,7. Ояла,Ojala,"['Juhani Ojala', 'Mika Ojala']",Success
25,1125,531,"Euros 2016, Qualifiers",11.10.15,Finland vs Northern Ireland,2015,Finland,FI,9. Садик,and tr.,['Berat Sadik'],Success
26,1126,531,"Euros 2016, Qualifiers",11.10.15,Finland vs Northern Ireland,2015,Finland,FI,14. Спарв,Sparv,['Tim Sparv'],Success
27,1127,531,"Euros 2016, Qualifiers",11.10.15,Finland vs Northern Ireland,2015,Finland,FI,16. Маттила,Mattila,['Sakari Mattila'],Success
28,1128,531,"Euros 2016, Qualifiers",11.10.15,Finland vs Northern Ireland,2015,Finland,FI,18. Уронен,Dropped,0,Fail
29,1129,531,"Euros 2016, Qualifiers",11.10.15,Finland vs Northern Ireland,2015,Finland,FI,19. Ринг,Boxing ring,['Alexander Ring'],Success
30,1130,531,"Euros 2016, Qualifiers",11.10.15,Finland vs Northern Ireland,2015,Finland,FI,20. Похьянпало,Pohjanpalo,['Joel Pohjanpalo'],Success
31,1131,531,"Euros 2016, Qualifiers",11.10.15,Finland vs Northern Ireland,2015,North. Ireland, NI,6. Бейрд,Baird,['Chris Baird'],Success
