,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,2000,367,"Euros 2016, Qualifiers",28.03.15,Netherlands vs Turkey,2015,Turkey,TR,18. Джанер Эркин,Caner Erkin,['Caner Erkin'],Success
1,2001,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Czech,CZ,2. Кадержабек,Kaderzhabek,['Pavel Kaderabek'],Success
2,2002,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Czech,CZ,10. Скалак,Skalak,['Jiri Skalak'],Success
3,2003,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Czech,CZ,12. Павелка,Pavelka,['David Pavelka'],Success
4,2004,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,1. Покатилов,Pokatilov,['Stas Pokatilov'],Success
5,2005,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,2. Малый,Small,0,Fail
6,2006,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,3. Гурман,The Gourmand,0,Fail
7,2007,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,5. Куат,Kuat,['Islambek Kuat'],Success
8,2008,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,8. Смаков,Smakov,['Samat Smakov'],Success
9,2009,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,23. Логвиненко,E ,0,Fail
10,2010,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,9. Исламхан,Islamkhan,['Bauyrzhan Islamkhan'],Success
11,2011,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,17. Нусербаев,Nuserbaev,['Tanat Nuserbaev'],Success
12,2012,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,19. Джолчиев,Dzholchiev,['Bauyrzhan Dzholchiev'],Success
