,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,1200,539,"Euros 2016, Qualifiers",12.10.14,Austria vs Montenegro,2014,Austria,AT,17. Кляйн,Klein,['Florian Klein'],Success
1,1201,539,"Euros 2016, Qualifiers",12.10.14,Austria vs Montenegro,2014,Montenegro,ME,1. Полексич,Poleksić,['Vukasin Poleksic'],Success
2,1202,539,"Euros 2016, Qualifiers",12.10.14,Austria vs Montenegro,2014,Montenegro,ME,3. Волков,Volkov,['Vladimir Volkov'],Success
3,1203,539,"Euros 2016, Qualifiers",12.10.14,Austria vs Montenegro,2014,Montenegro,ME,5. Баша,Basha,['Marko Basa'],Success
4,1204,539,"Euros 2016, Qualifiers",12.10.14,Austria vs Montenegro,2014,Montenegro,ME,7. Вукчевич,Vukcevic,"['Nikola Vukcevic', 'Marko Vukcevic', 'Simon Vukcevic', 'Andrija Vukcevic']",Success
5,1205,539,"Euros 2016, Qualifiers",12.10.14,Austria vs Montenegro,2014,Montenegro,ME,9. Вучинич,Vučinič,['Mirko Vucinic'],Success
6,1206,539,"Euros 2016, Qualifiers",12.10.14,Austria vs Montenegro,2014,Montenegro,ME,11. Бечирай,Beciray,['Fatos Beqiraj'],Success
7,1207,539,"Euros 2016, Qualifiers",12.10.14,Austria vs Montenegro,2014,Montenegro,ME,15. Савич,Savić,"['Stefan Savic', 'Vukan Savicevic']",Success
8,1208,539,"Euros 2016, Qualifiers",12.10.14,Austria vs Montenegro,2014,Montenegro,ME,17. Зверотич,Zverotić,['Elsad Zverotic'],Success
9,1209,539,"Euros 2016, Qualifiers",12.10.14,Austria vs Montenegro,2014,Montenegro,ME,19. Божович В.,V Bozovic,['Vladimir Bozovic'],Success
10,1210,539,"Euros 2016, Qualifiers",12.10.14,Austria vs Montenegro,2014,Montenegro,ME,20. Николич,Nikolic,['Nemanja Nikolic'],Success
11,1211,539,"Euros 2016, Qualifiers",12.10.14,Austria vs Montenegro,2014,Montenegro,ME,23. Симич,Simić,['Marko Simic'],Success
12,1212,540,"Euros 2016, Qualifiers",12.10.14,Russia vs Moldova,2014,Moldova,MD,1. Чебану,Cheban,['Ilie Cebanu'],Success
13,1213,540,"Euros 2016, Qualifiers",12.10.14,Russia vs Moldova,2014,Moldova,MD,2. Армаш,Armash,0,Fail
14,1214,540,"Euros 2016, Qualifiers",12.10.14,Russia vs Moldova,2014,Moldova,MD,3. Епуряну А.,A Epureanu,['Alexandru Epureanu'],Success
15,1215,540,"Euros 2016, Qualifiers",12.10.14,Russia vs Moldova,2014,Moldova,MD,4. Головатенко,Golovatenko,['Victor Golovatenco'],Success
16,1216,540,"Euros 2016, Qualifiers",12.10.14,Russia vs Moldova,2014,Moldova,MD,5. Жадан,Zhadan,['Vasile Jardan'],Success
17,1217,540,"Euros 2016, Qualifiers",12.10.14,Russia vs Moldova,2014,Moldova,MD,6. Ерхан,Erkhan,['Iulian Erhan'],Success
18,1218,540,"Euros 2016, Qualifiers",12.10.14,Russia vs Moldova,2014,Moldova,MD,7. Кожокарь,Kozhokar,['No matches found even with the lowest threshold.'],Success
19,1219,540,"Euros 2016, Qualifiers",12.10.14,Russia vs Moldova,2014,Moldova,MD,8. Гацкан,Gatskan,['Alexandru Gatcan'],Success
20,1220,540,"Euros 2016, Qualifiers",12.10.14,Russia vs Moldova,2014,Moldova,MD,9. Ионица,Ionita,['Artur Ioniță'],Success
21,1221,540,"Euros 2016, Qualifiers",12.10.14,Russia vs Moldova,2014,Moldova,MD,10. Дедов,Dedov,['Alexandru Dedov'],Success
22,1222,540,"Euros 2016, Qualifiers",12.10.14,Russia vs Moldova,2014,Moldova,MD,11. Пикущак,Pikushchak,['Igor Picusceac'],Success
23,1223,541,"Euros 2016, Qualifiers",12.10.14,Sweden vs Liechtenstein,2014,Sweden,SE,15. Антонссон,Antonsson,['Mikael Antonsson'],Success
24,1224,541,"Euros 2016, Qualifiers",12.10.14,Sweden vs Liechtenstein,2014,Liechtenstein,LI,12. Бичер,Beecher,0,Fail
25,1225,541,"Euros 2016, Qualifiers",12.10.14,Sweden vs Liechtenstein,2014,Liechtenstein,LI,4. Кауфманн,Kaufmann,['Daniel Kaufmann'],Success
26,1226,541,"Euros 2016, Qualifiers",12.10.14,Sweden vs Liechtenstein,2014,Liechtenstein,LI,5. Кинтанс,Quintans,['Ivan Quintans'],Success
27,1227,541,"Euros 2016, Qualifiers",12.10.14,Sweden vs Liechtenstein,2014,Liechtenstein,LI,6. Кристен А.,A Kristen,['Mathias Christen'],Success
28,1228,541,"Euros 2016, Qualifiers",12.10.14,Sweden vs Liechtenstein,2014,Liechtenstein,LI,11. Бургмайер,Burgmayer,['Franz Burgmeier'],Success
29,1229,541,"Euros 2016, Qualifiers",12.10.14,Sweden vs Liechtenstein,2014,Liechtenstein,LI,15. Йилдиз,Yildiz,['Seyhan Yildiz'],Success
30,1230,541,"Euros 2016, Qualifiers",12.10.14,Sweden vs Liechtenstein,2014,Liechtenstein,LI,13. Бюхель М.,M Büchel,0,Fail
31,1231,541,"Euros 2016, Qualifiers",12.10.14,Sweden vs Liechtenstein,2014,Liechtenstein,LI,18. Хаслер,Hasler,"['Nicolas Hasler', 'David Hasler', 'Julien Hasler']",Success
32,1232,541,"Euros 2016, Qualifiers",12.10.14,Sweden vs Liechtenstein,2014,Liechtenstein,LI,19. Саланович,Salanović,['Dennis Salanović'],Success
33,1233,541,"Euros 2016, Qualifiers",12.10.14,Sweden vs Liechtenstein,2014,Liechtenstein,LI,23. Польверино,Polverino,['Michele Polverino'],Success
34,1234,541,"Euros 2016, Qualifiers",12.10.14,Sweden vs Liechtenstein,2014,Liechtenstein,LI,10. Фрик,Frick,"['Mario Frick', 'Yanik Frick', 'Noah Frick']",Success
35,1235,543,"Euros 2016, Qualifiers",15.11.14,Moldova vs Liechtenstein,2014,Moldova,MD,1. Чебану,Cheban,['Ilie Cebanu'],Success
36,1236,543,"Euros 2016, Qualifiers",15.11.14,Moldova vs Liechtenstein,2014,Moldova,MD,2. Армаш,Armash,0,Fail
