,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,700,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,San Marino,SM,8. Кьяруцци,Chiaruzzi,['Nicola Chiaruzzi'],Success
1,701,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,San Marino,SM,9. Този,This one,['Adolfo Hirsch'],Success
2,702,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,San Marino,SM,10. Селва,Selva,['Andy Selva'],Success
3,703,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,San Marino,SM,11. М.Витайоли,M Vitayoli,['Matteo Vitaioli'],Success
4,704,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,Estonia,EE,12. Аксалу,Aksalu,['Mihkel Aksalu'],Success
5,705,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,Estonia,EE,4. Морозов,Morozov,['Igor Morozov'],Success
6,706,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,Estonia,EE,5. Круглов,Kruglov,['Dmitri Kruglov'],Success
7,707,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,Estonia,EE,18. Метс,Karol Mets,['Karol Mets'],Success
8,708,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,Estonia,EE,21. Артюнин,Artyunin,['Artjom Artjunin'],Success
9,709,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,Estonia,EE,6. Дмитриев,Dmitriev,"['Aleksandr Dmitrijev', 'Artjom Dmitrijev']",Success
10,710,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,Estonia,EE,11. Оямаа,Ojamaa,"['Henrik Ojamaa', 'Hindrek Ojamaa']",Success
11,711,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,Estonia,EE,14. Васильев,Vasilyev,"['Konstantin Vassiljev', 'Nikita Vassiljev']",Success
12,712,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,Estonia,EE,16. Антонов,Antonov,['Ilja Antonov'],Success
13,713,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,Estonia,EE,23. Тенисте,Teniste,['Taijo Teniste'],Success
14,714,483,"Euros 2016, Qualifiers",15.11.14,San Marino vs Estonia,2014,Estonia,EE,10. Зенев,Zenev,['Sergei Zenjov'],Success
15,715,484,"Euros 2016, Qualifiers",15.11.14,Switzerland vs Lithuania,2014,Switzerland,CH,3. Мубандже,Mubanje,['François Moubandje'],Success
16,716,484,"Euros 2016, Qualifiers",15.11.14,Switzerland vs Lithuania,2014,Lithuania,LT,1. Арлаускис,Arlauskis,['Giedrius Arlauskis'],Success
17,717,484,"Euros 2016, Qualifiers",15.11.14,Switzerland vs Lithuania,2014,Lithuania,LT,4. Киянскас,Kijanskas,['Tadas Kijanskas'],Success
18,718,484,"Euros 2016, Qualifiers",15.11.14,Switzerland vs Lithuania,2014,Lithuania,LT,2. Вицюс,Vitsius,['Arunas Klimavicius'],Success
19,719,484,"Euros 2016, Qualifiers",15.11.14,Switzerland vs Lithuania,2014,Lithuania,LT,7. Жулпа,Zhulpa,['Arturas Zulpa'],Success
20,720,484,"Euros 2016, Qualifiers",15.11.14,Switzerland vs Lithuania,2014,Lithuania,LT,11. Новиков,Novikov,['Arvydas Novikovas'],Success
21,721,484,"Euros 2016, Qualifiers",15.11.14,Switzerland vs Lithuania,2014,Lithuania,LT,15. Хведукас,Khvedukas,0,Fail
22,722,484,"Euros 2016, Qualifiers",15.11.14,Switzerland vs Lithuania,2014,Lithuania,LT,9. Матулявичус Д.,D Matuljavičius,['Deivydas Matulevicius'],Success
23,723,491,"Euros 2016, Qualifiers",05.09.15,Estonia vs Lithuania,2015,Estonia,EE,12. Аксалу,Aksalu,['Mihkel Aksalu'],Success
24,724,491,"Euros 2016, Qualifiers",05.09.15,Estonia vs Lithuania,2015,Estonia,EE,3. Пикк,Pikk,['Artur Pikk'],Success
25,725,491,"Euros 2016, Qualifiers",05.09.15,Estonia vs Lithuania,2015,Estonia,EE,15. Клаван,Klavan,['Ragnar Klavan'],Success
26,726,491,"Euros 2016, Qualifiers",05.09.15,Estonia vs Lithuania,2015,Estonia,EE,17. Яагер,Jaager,['Enar Jääger'],Success
27,727,491,"Euros 2016, Qualifiers",05.09.15,Estonia vs Lithuania,2015,Estonia,EE,18. Метс,Karol Mets,['Karol Mets'],Success
28,728,491,"Euros 2016, Qualifiers",05.09.15,Estonia vs Lithuania,2015,Estonia,EE,2. Линдпере,Lindpere,['Joel Lindpere'],Success
29,729,491,"Euros 2016, Qualifiers",05.09.15,Estonia vs Lithuania,2015,Estonia,EE,6. Дмитриев,Dmitriev,"['Aleksandr Dmitrijev', 'Artjom Dmitrijev']",Success
30,730,491,"Euros 2016, Qualifiers",05.09.15,Estonia vs Lithuania,2015,Estonia,EE,14. Васильев,Vasilyev,"['Konstantin Vassiljev', 'Nikita Vassiljev']",Success
31,731,491,"Euros 2016, Qualifiers",05.09.15,Estonia vs Lithuania,2015,Estonia,EE,23. Тенисте,Teniste,['Taijo Teniste'],Success
