,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,500,455,"Euros 2016, Qualifiers",29.03.15,Georgia vs Germany,2015,Georgia,GE,19. Кобахидзе,Kobakhidze,"['Aleksandre Kobakhidze', 'Mamuka Kobakhidze']",Success
1,501,455,"Euros 2016, Qualifiers",29.03.15,Georgia vs Germany,2015,Georgia,GE,22. Наваловский,Navalovsky,['Giorgi Navalovski'],Success
2,502,455,"Euros 2016, Qualifiers",29.03.15,Georgia vs Germany,2015,Georgia,GE,23. Мчедлидзе,Mchedlidze,['Levan Mchedlidze'],Success
3,503,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Georgia,GE,12. Ревишвили,Revishvili,['Nukri Revishvili'],Success
4,504,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Georgia,GE,2. Лобжанидзе,Lobzhanidze,['Ucha Lobzhanidze'],Success
5,505,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Georgia,GE,3. Кверквелия,Kverkvelia,"['Solomon Kvirkvelia', 'Davit Kvirkvelia']",Success
6,506,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Georgia,GE,4. Кашия,Kashia,['Guram Kashia'],Success
7,507,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Georgia,GE,5. Амисулашвили,Amisulashvili,['Aleksandre Amisulashvili'],Success
8,508,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Georgia,GE,7. Канкава,Kankava,['Jaba Kankava'],Success
9,509,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Georgia,GE,8. Казаишвили,Kazaishvili,0,Fail
10,510,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Georgia,GE,9. Окриашвили,Okriashvili,['Tornike Okriashvili'],Success
11,511,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Georgia,GE,10. Ананнидзе,Anannidze,['Jano Ananidze'],Success
12,512,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Georgia,GE,22. Наваловский,Navalovsky,['Giorgi Navalovski'],Success
13,513,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Georgia,GE,23. Мчедлидзе,Mchedlidze,['Levan Mchedlidze'],Success
14,514,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Scotland,SC,1. Маршалл,Marshall,['David Marshall'],Success
15,515,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Scotland,SC,2. Хаттон,Hatton,['Alan Hutton'],Success
16,516,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Scotland,SC,3. Робертсон,Robertson,['Andrew Robertson'],Success
17,517,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Scotland,SC,4. Мартин Р.,R Martin,0,Fail
18,518,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Scotland,SC,5. Малгрю,Mulgrew,['Charlie Mulgrew'],Success
19,519,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Scotland,SC,6. Мэлони,Malonie,['Shaun Maloney'],Success
20,520,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Scotland,SC,7. Моррисон,Morrison,['James Morrison'],Success
21,521,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Scotland,SC,8. Браун,Brown,"['Scott Brown', 'Jacob Brown', 'Julio Brown']",Success
22,522,461,"Euros 2016, Qualifiers",04.09.15,Georgia vs Scotland,2015,Scotland,SC,9. Флетчер С.,S Fletcher,['Steven Fletcher'],Success
