,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,200,412,"Euros 2016, Qualifiers",13.10.15,Wales vs Andorra,2015,Wales,WA,18. Честер,Chester,['James Chester'],Success
1,201,412,"Euros 2016, Qualifiers",13.10.15,Wales vs Andorra,2015,Andorra,AD,13. Ферран Поль,Ferrand Paul,['Ferran Pol'],Success
2,202,412,"Euros 2016, Qualifiers",13.10.15,Wales vs Andorra,2015,Andorra,AD,3. Сан-Николас,San Nicolas,['Luigi San Nicolas'],Success
3,203,412,"Euros 2016, Qualifiers",13.10.15,Wales vs Andorra,2015,Andorra,AD,4. Сонеджи,Soneji,['Óscar Sonejee'],Success
4,204,412,"Euros 2016, Qualifiers",13.10.15,Wales vs Andorra,2015,Andorra,AD,5. Льовера,Llovera,['Max Llovera'],Success
5,205,412,"Euros 2016, Qualifiers",13.10.15,Wales vs Andorra,2015,Andorra,AD,8. Виейра,Vieira,"['Márcio Vieira', 'Xavier Vieira']",Success
6,206,412,"Euros 2016, Qualifiers",13.10.15,Wales vs Andorra,2015,Andorra,AD,10. Санчес,Sanchez,['Juli Sánchez'],Success
7,207,412,"Euros 2016, Qualifiers",13.10.15,Wales vs Andorra,2015,Andorra,AD,15. Родригес,Rodriguez,['Víctor Rodríguez'],Success
8,208,412,"Euros 2016, Qualifiers",13.10.15,Wales vs Andorra,2015,Andorra,AD,17. Морейра,Moreira,['Márcio Vieira'],Success
9,209,412,"Euros 2016, Qualifiers",13.10.15,Wales vs Andorra,2015,Andorra,AD,19. Лоренсо,Lorenzo,['Iván Lorenzo'],Success
10,210,412,"Euros 2016, Qualifiers",13.10.15,Wales vs Andorra,2015,Andorra,AD,23. Рубио,Jordi Rubio,['Jordi Rubio'],Success
11,211,415,"Euros 2016, Qualifiers",08.09.14,Ukraine vs Slovakia,2014,Slovakia,SK,1. Козачик,Kozaćik,['Matus Kozacik'],Success
12,212,415,"Euros 2016, Qualifiers",08.09.14,Ukraine vs Slovakia,2014,Slovakia,SK,5. Дьомбер,Diomber,0,Fail
