,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,2500,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,13. Сиссе,Pape Abou Cisse,['Souleymane Cissé'],Success
1,2501,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,4. Дианье,Diagne,['Cavin Diagne'],Success
2,2502,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,7. Санья,Sanya,['Amadou Sagna'],Success
3,2503,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,15. Ньянг,Niang,['Ousseynou Niang'],Success
4,2504,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,19. Баджи,Badji,['Youssouph Badji'],Success
5,2505,158,World Cup 2014,13.07.14,Germany vs Argentina,2014,Germany,DE,11. Клозе,Klose,['Miroslav Klose'],Success
6,2506,158,World Cup 2014,13.07.14,Germany vs Argentina,2014,Argentina,AR,8. Перес Эн.,Peres En,['Enzo Pérez'],Success
7,2507,159,World Cup 2014,12.07.14,Brazil vs Netherlands,2014,Brazil,BR,14. Максвелл,Maxwell,['Maxwell'],Success
8,2508,159,World Cup 2014,12.07.14,Brazil vs Netherlands,2014,Brazil,BR,23. Майкон,Maicon,['Maicon'],Success
9,2509,159,World Cup 2014,12.07.14,Brazil vs Netherlands,2014,Brazil,BR,21. Жо,Jo,"['Jô', 'Jorge', 'Jonas', 'Willian José', 'Joelinton', 'João Gomes', 'João Pedro']",Success
10,2510,160,World Cup 2014,08.07.14,Brazil vs Germany,2014,Brazil,BR,23. Майкон,Maicon,['Maicon'],Success
11,2511,160,World Cup 2014,08.07.14,Brazil vs Germany,2014,Brazil,BR,9. Фред,Fred,['Fred'],Success
12,2512,160,World Cup 2014,08.07.14,Brazil vs Germany,2014,Germany,DE,11. Клозе,Klose,['Miroslav Klose'],Success
13,2513,161,World Cup 2014,09.07.14,Netherlands vs Argentina,2014,Argentina,AR,8. Перес Эн.,Peres En,['Enzo Pérez'],Success
14,2514,162,World Cup 2014,04.07.14,France vs Germany,2014,Germany,DE,11. Клозе,Klose,['Miroslav Klose'],Success
15,2515,163,World Cup 2014,04.07.14,Brazil vs Colombia,2014,Brazil,BR,23. Майкон,Maicon,['Maicon'],Success
16,2516,163,World Cup 2014,04.07.14,Brazil vs Colombia,2014,Brazil,BR,9. Фред,Fred,['Fred'],Success
17,2517,163,World Cup 2014,04.07.14,Brazil vs Colombia,2014,Colombia,CO,3. Йепес,Yepes,['Mario Yepes'],Success
18,2518,163,World Cup 2014,04.07.14,Brazil vs Colombia,2014,Colombia,CO,13. Гуарин,Guarin,['Fredy Guarín'],Success
19,2519,164,World Cup 2014,05.07.14,Argentina vs Belgium,2014,Belgium,BE,15. ван Буйтен,van Buyten,['Daniel Van Buyten'],Success
20,2520,166,World Cup 2014,28.06.14,Brazil vs Chile,2014,Brazil,BR,9. Фред,Fred,['Fred'],Success
21,2521,167,World Cup 2014,28.06.14,Colombia vs Uruguay,2014,Colombia,CO,3. Йепес,Yepes,['Mario Yepes'],Success
22,2522,167,World Cup 2014,28.06.14,Colombia vs Uruguay,2014,Colombia,CO,8. Агилар,Abel Aguilar,['Abel Aguilar'],Success
23,2523,167,World Cup 2014,28.06.14,Colombia vs Uruguay,2014,Uruguay,UY,10. Форлан,Forlan,['Diego Forlán'],Success
