,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case
64,64,3135,"World Cup Qualifiers, Europe, 2018",Netherlands vs Bulgaria,03-09-2017,Bulgaria,BG,2017,SUCCESS,Atanas Zehirov,200000.0,False,Data Ended before season : 2017,False,Atanas Zehirov,A Zehirov,single
321,321,3147,"World Cup Qualifiers, Europe, 2018",San Marino vs Czech Republic,26-03-2017,Czech Republic,CZ,2017,SUCCESS,Tomas Sivok,1000000.0,False,Data Ended before season : 2017,False,Tomas Sivok,T Sivok,single
336,336,3148,"World Cup Qualifiers, Europe, 2018",Finland vs Iceland,02-09-2017,Finland,FI,2017,SUCCESS,Alexander Ring,600000.0,False,Data Ended before season : 2017,False,Alexander Ring,A Ring,single
464,464,3154,"World Cup Qualifiers, Europe, 2018",Lithuania vs Slovakia,10-06-2017,Lithuania,LT,2017,SUCCESS,Tadas Kijanskas,300000.0,False,Data Ended before season : 2017,False,Tadas Kijanskas,T Kijanskas,single
594,594,3160,"World Cup Qualifiers, Europe, 2018",Luxembourg vs Bulgaria,10-10-2017,Luxembourg,LU,2017,SUCCESS,Jonathan Joubert,75000.0,False,Data Ended before season : 2017,False,Jonathan Joubert,J Joubert,single
684,684,3164,"World Cup Qualifiers, Europe, 2018",Scotland vs Slovenia,26-03-2017,Scotland,SC,2017,SUCCESS,Russell Martin,3000000.0,False,Data Ended before season : 2017,False,Russell Martin,R Martin,single
687,687,3164,"World Cup Qualifiers, Europe, 2018",Scotland vs Slovenia,26-03-2017,Scotland,SC,2017,SUCCESS,Scott Brown,4000000.0,False,Data Ended before season : 2017,False,Scott Brown,S Brown,single
695,695,3164,"World Cup Qualifiers, Europe, 2018",Scotland vs Slovenia,26-03-2017,Slovenia,SI,2017,SUCCESS,Miral Samardzic,500000.0,False,Data Ended before season : 2017,False,Miral Samardzic,M Samardžić,single
749,749,3167,"World Cup Qualifiers, Europe, 2018",Finland vs Ukraine,11-06-2017,Finland,FI,2017,SUCCESS,Kari Arkivuo,250000.0,False,Data Ended before season : 2017,False,Kari Arkivuo,K Arkivuo,single
811,811,3169,"World Cup Qualifiers, Europe, 2018",Germany vs San Marino,10-06-2017,San Marino,SM,2017,SUCCESS,Pier Filippo Mazza,-,False,Data Ended before season : 2017,False,Pier Filippo Mazza,P Mazza,single
872,872,3172,"World Cup Qualifiers, Europe, 2018",Switzerland vs Latvia,25-03-2017,Latvia,LV,2017,SUCCESS,Kaspars Gorkss,350000.0,False,Data Ended before season : 2017,False,Kaspars Gorkss,K Gorkšs,single
876,876,3172,"World Cup Qualifiers, Europe, 2018",Switzerland vs Latvia,25-03-2017,Latvia,LV,2017,SUCCESS,Artis Lazdins,125000.0,False,Data Ended before season : 2017,False,Artis Lazdins,A Lazdiņš,single
908,908,3174,"World Cup Qualifiers, Europe, 2018",Faroe Islands vs Switzerland,09-06-2017,Faroe Islands,FO,2017,SUCCESS,Fródi Benjaminsen,-,False,Data Ended before season : 2017,False,Fródi Benjaminsen,F Benjaminsen,single
1089,1089,3182,"World Cup Qualifiers, Europe, 2018",France vs Luxembourg,03-09-2017,Luxembourg,LU,2017,SUCCESS,Jonathan Joubert,75000.0,False,Data Ended before season : 2017,False,Jonathan Joubert,J Joubert,single
1158,58,2681,"World Cup Qualifiers, Asia, 2022",Thailand vs Indonesia,03-06-2021,Indonesia,ID,2021,SUCCESS,Arif Satria,250000.0,False,Data Ended before season : 2021,False,Arif Satria,A Satria,single
1166,66,2682,"World Cup Qualifiers, Asia, 2022",Japan vs Saudi Arabia,01-02-2022,Japan,JP,2022,SUCCESS,Shuichi Gonda,300000.0,False,Data Ended before season : 2022,False,Shuichi Gonda,S Gonda,single
1167,67,2682,"World Cup Qualifiers, Asia, 2022",Japan vs Saudi Arabia,01-02-2022,Japan,JP,2022,SUCCESS,Hiroki Sakai,5500000.0,False,Data Ended before season : 2022,False,Hiroki Sakai,H Sakai,single
1170,70,2682,"World Cup Qualifiers, Asia, 2022",Japan vs Saudi Arabia,01-02-2022,Japan,JP,2022,SUCCESS,Yuto Nagatomo,800000.0,False,Data Ended before season : 2022,False,Yuto Nagatomo,Y Nagatomo,single
1203,103,2683,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs Yemen,05-06-2021,Yemen,YE,2021,SUCCESS,Mohammed Boqshan,75000.0,False,Data Ended before season : 2021,False,Mohammed Boqshan,Mohammed Boqshan,single
1206,106,2683,"World Cup Qualifiers, Asia, 2022",Saudi Arabia vs Yemen,05-06-2021,Yemen,YE,2021,SUCCESS,Emad Mansoor,100000.0,False,Data Ended before season : 2021,False,Emad Mansoor,Emad Mansoor,single
1218,118,2684,"World Cup Qualifiers, Asia, 2022",Syria vs Lebanon,12-10-2021,Syria,SY,2021,SUCCESS,Aias Aosman,700000.0,False,Data Ended before season : 2021,False,Aias Aosman,A Aosman,single
1277,177,2687,"World Cup Qualifiers, Asia, 2022",Japan vs Vietnam,29-03-2022,Japan,JP,2022,SUCCESS,Miki Yamane,650000.0,False,Data Ended before season : 2022,False,Miki Yamane,M Yamane,single
1282,182,2687,"World Cup Qualifiers, Asia, 2022",Japan vs Vietnam,29-03-2022,Japan,JP,2022,SUCCESS,Gaku Shibasaki,1000000.0,False,Data Ended before season : 2022,False,Gaku Shibasaki,G Shibasaki,single
1398,298,2692,"World Cup Qualifiers, Asia, 2022",Iran vs Iraq,15-06-2021,Iraq,IQ,2021,SUCCESS,Alaa Mhawi,325000.0,False,Data Ended before season : 2021,False,Alaa Mhawi,Alaa Ali Mhawi,single
1404,304,2692,"World Cup Qualifiers, Asia, 2022",Iran vs Iraq,15-06-2021,Iraq,IQ,2021,SUCCESS,Safaa Hadi,250000.0,False,Data Ended before season : 2021,False,Safaa Hadi,Safaa Hadi,single
1571,471,2700,"World Cup Qualifiers, Asia, 2022",Oman vs Australia,01-02-2022,Oman,OM,2022,SUCCESS,Omar Al-Fazari,225000.0,False,Data Ended before season : 2022,False,Omar Al-Fazari,Omer Al-Fazari,single
1572,472,2700,"World Cup Qualifiers, Asia, 2022",Oman vs Australia,01-02-2022,Oman,OM,2022,SUCCESS,Khalid Al-Hajri,400000.0,False,Data Ended before season : 2022,False,Khalid Al-Hajri,Khalid Al Hajri,single
1581,481,2700,"World Cup Qualifiers, Asia, 2022",Oman vs Australia,01-02-2022,Australia,AU,2022,SUCCESS,Tom Rogic,2000000.0,False,Data Ended before season : 2022,False,Tom Rogic,T Rogić,single
1593,493,2701,"World Cup Qualifiers, Asia, 2022",Japan vs Australia,12-10-2021,Japan,JP,2021,SUCCESS,Yuya Osako,1000000.0,False,Data Ended before season : 2021,False,Yuya Osako,Y sako,single
1685,585,2706,"World Cup Qualifiers, Asia, 2026",Laos vs Nepal,17-10-2023,Nepal,NP,2023,SUCCESS,Ananta Tamang,125000.0,False,Data Ended before season : 2023,False,Ananta Tamang,A Tamang,single
1706,606,2707,"World Cup Qualifiers, Asia, 2026",Brunei vs Indonesia,17-10-2023,Indonesia,ID,2023,SUCCESS,Fachruddin Aryanto,200000.0,False,Data Ended before season : 2023,False,Fachruddin Aryanto,F Aryanto,single
1711,611,2707,"World Cup Qualifiers, Asia, 2026",Brunei vs Indonesia,17-10-2023,Indonesia,ID,2023,SUCCESS,Rachmat Irianto,325000.0,False,Data Ended before season : 2023,False,Rachmat Irianto,R Irianto,single
