,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,2100,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Kazakhstan,KZ,19. Досмагамбетов,Dosmagambetov,['Timur Dosmagambetov'],Success
1,2101,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Kazakhstan,KZ,20. Хижниченко,Khizhnichenko,['Sergey Khizhnichenko'],Success
2,2102,380,"Euros 2016, Qualifiers",13.10.15,Latvia vs Kazakhstan,2015,Kazakhstan,KZ,23. Логвиненко,E ,0,Fail
3,2103,381,"Euros 2016, Qualifiers",13.10.15,Netherlands vs Czech,2015,Czech,CZ,2. Кадержабек,Kaderzhabek,['Pavel Kaderabek'],Success
4,2104,381,"Euros 2016, Qualifiers",13.10.15,Netherlands vs Czech,2015,Czech,CZ,10. Скалак,Skalak,['Jiri Skalak'],Success
5,2105,381,"Euros 2016, Qualifiers",13.10.15,Netherlands vs Czech,2015,Czech,CZ,12. Павелка,Pavelka,['David Pavelka'],Success
6,2106,382,"Euros 2016, Qualifiers",13.10.15,Turkey vs Iceland,2015,Turkey,TR,23. Волкан,Volkan,"['Volkan Demirel', 'Volkan Babacan', 'Volkan Şen']",Success
7,2107,382,"Euros 2016, Qualifiers",13.10.15,Turkey vs Iceland,2015,Turkey,TR,2. Эзбайраклы,Ezbayrakly,['Şener Özbayraklı'],Success
8,2108,382,"Euros 2016, Qualifiers",13.10.15,Turkey vs Iceland,2015,Turkey,TR,16. Туфан,Tufan,['Ozan Tufan'],Success
9,2109,385,"Euros 2016, Qualifiers",10.10.14,Belgium vs Andorra,2014,Belgium,BE,6. Ненгголан,Nenggolan,['Radja Nainggolan'],Success
10,2110,385,"Euros 2016, Qualifiers",10.10.14,Belgium vs Andorra,2014,Andorra,AD,13. Поль,Paul,['Eric de Pablos'],Success
11,2111,385,"Euros 2016, Qualifiers",10.10.14,Belgium vs Andorra,2014,Andorra,AD,5. Гарсия,Garcia,"['Emili Garcia', 'Marc García', 'Christian Garcia']",Success
12,2112,385,"Euros 2016, Qualifiers",10.10.14,Belgium vs Andorra,2014,Andorra,AD,16. Сан-Николас,San Nicolas,['Luigi San Nicolas'],Success
13,2113,385,"Euros 2016, Qualifiers",10.10.14,Belgium vs Andorra,2014,Andorra,AD,22. Манейро,Maneiro,['David Maneiro'],Success
14,2114,385,"Euros 2016, Qualifiers",10.10.14,Belgium vs Andorra,2014,Andorra,AD,3. Валес,Vales,"['Marc Vales', 'Eric Vales']",Success
15,2115,385,"Euros 2016, Qualifiers",10.10.14,Belgium vs Andorra,2014,Andorra,AD,8. М.Виейра,M Vieira,['Márcio Vieira'],Success
16,2116,385,"Euros 2016, Qualifiers",10.10.14,Belgium vs Andorra,2014,Andorra,AD,9. Риера,Riera,['Gabi Riera'],Success
17,2117,385,"Euros 2016, Qualifiers",10.10.14,Belgium vs Andorra,2014,Andorra,AD,18. Айяла,Ayala,['Josep Ayala'],Success
18,2118,385,"Euros 2016, Qualifiers",10.10.14,Belgium vs Andorra,2014,Andorra,AD,23. Рубио,Jordi Rubio,['Jordi Rubio'],Success
19,2119,385,"Euros 2016, Qualifiers",10.10.14,Belgium vs Andorra,2014,Andorra,AD,2. К.Мартинес,K Martinez,0,Fail
20,2120,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Cyprus,CY,1. Гиоргаллидес,Giorgallides,['Antonis Georgallidis'],Success
21,2121,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Cyprus,CY,2. Жуниор,Junior,['Dossa Júnior'],Success
22,2122,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Cyprus,CY,4. Меркис,Merkis,['Georgios Merkis'],Success
23,2123,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Cyprus,CY,15. Антониадес,Antoniades,['Marios Antoniadis'],Success
24,2124,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Cyprus,CY,19. Стиляну,Stilyanu,['Marios Stylianou'],Success
25,2125,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Cyprus,CY,9. Христофи,Christofi,['Dimitrios Christofi'],Success
26,2126,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Cyprus,CY,10. Хараламбидис,Charalambidis,['Konstantinos Charalampidis'],Success
27,2127,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Cyprus,CY,13. Макридис,Makridis,['Konstantinos Makridis'],Success
28,2128,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Cyprus,CY,14. Лабан,Laban,['Vincent Laban'],Success
29,2129,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Cyprus,CY,21. Макрис,Makris,['Andreas Makris'],Success
30,2130,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Cyprus,CY,23. Николау,Nikolaou,"['Marios Nikolaou', 'Thomas Nikolaou']",Success
31,2131,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Israel,IL,18. Марциано,Ofir Marciano,['Ofir Marciano'],Success
32,2132,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Israel,IL,2. Мешумар,Meshumar,['Eyal Meshumar'],Success
33,2133,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Israel,IL,3. Бен Хаим,Ben Haim,['Tal Ben Haim'],Success
34,2134,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Israel,IL,20. Бен Харуш,Ben Harush,['Omri Ben Harush'],Success
35,2135,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Israel,IL,21. Тиби,Tibi,['Eitan Tibi'],Success
36,2136,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Israel,IL,6. Начо,Nacho,['Bibras Natcho'],Success
37,2137,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Israel,IL,7. Захави,Zahavi,['Eran Zahavi'],Success
38,2138,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Israel,IL,13. Йеини,Yeini,['Sheran Yeini'],Success
39,2139,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Israel,IL,14. Вермут,Vermouth,['Gil Vermouth'],Success
40,2140,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Israel,IL,22. Дамари,Omer Damari,['Omer Damari'],Success
41,2141,387,"Euros 2016, Qualifiers",10.10.14,Wales vs Bosnia-Herzegovina,2014,Wales,WA,1. Хеннесси,Hennessy,['Wayne Hennessey'],Success
42,2142,387,"Euros 2016, Qualifiers",10.10.14,Wales vs Bosnia-Herzegovina,2014,Wales,WA,2. Гунтер,Gunther,['Chris Gunter'],Success
