,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,1300,553,"Euros 2016, Qualifiers",05.09.15,Montenegro vs Liechtenstein,2015,Liechtenstein,LI,18. Хаслер,Hasler,"['Nicolas Hasler', 'David Hasler', 'Julien Hasler']",Success
1,1301,553,"Euros 2016, Qualifiers",05.09.15,Montenegro vs Liechtenstein,2015,Liechtenstein,LI,23. Польверино,Polverino,['Michele Polverino'],Success
2,1302,554,"Euros 2016, Qualifiers",08.09.15,Liechtenstein vs Russia,2015,Liechtenstein,LI,1. Йеле,Peter Jehle,['Peter Jehle'],Success
3,1303,554,"Euros 2016, Qualifiers",08.09.15,Liechtenstein vs Russia,2015,Liechtenstein,LI,16. Рекстайнер,Reksteiner,['Martin Rechsteiner'],Success
4,1304,554,"Euros 2016, Qualifiers",08.09.15,Liechtenstein vs Russia,2015,Liechtenstein,LI,11. Бургмайер,Burgmayer,['Franz Burgmeier'],Success
5,1305,554,"Euros 2016, Qualifiers",08.09.15,Liechtenstein vs Russia,2015,Liechtenstein,LI,18. Хаслер,Hasler,"['Nicolas Hasler', 'David Hasler', 'Julien Hasler']",Success
6,1306,554,"Euros 2016, Qualifiers",08.09.15,Liechtenstein vs Russia,2015,Liechtenstein,LI,19. Саланович,Salanović,['Dennis Salanović'],Success
7,1307,554,"Euros 2016, Qualifiers",08.09.15,Liechtenstein vs Russia,2015,Liechtenstein,LI,23. Польверино,Polverino,['Michele Polverino'],Success
8,1308,554,"Euros 2016, Qualifiers",08.09.15,Liechtenstein vs Russia,2015,Liechtenstein,LI,15. Йилдыз,Yildiz,['Seyhan Yildiz'],Success
9,1309,554,"Euros 2016, Qualifiers",08.09.15,Liechtenstein vs Russia,2015,Liechtenstein,LI,9. Кибер,Cyber,0,Fail
10,1310,554,"Euros 2016, Qualifiers",08.09.15,Liechtenstein vs Russia,2015,Liechtenstein,LI,10. Фрик М.,M Freak,['Mario Frick'],Success
11,1311,4114,"World Cup 2022, Qualifiers, CONCACAF",04-Jun-21,Guatemala vs Saint Vincent and the Grenadines,2021,Guatemala,GT,Santís,Santís,"['Oscar Santis', 'Diego Santis', 'Óscar Santis']",Success
12,1312,4132,"World Cup 2022, Qualifiers, CONCACAF",08-Jun-21,Curaçao vs Guatemala,2021,Guatemala,GT,Santís,Santís,"['Oscar Santis', 'Diego Santis', 'Óscar Santis']",Success
13,1313,4407,"World Cup 2022, Qualifiers, CONMEBOL",09-Sep-21,Brazil vs Peru,2021,Peru,PE,Gonzáles,Gonzáles,"['Christofer Gonzales', 'Jairsinho Gonzales']",Success
14,1314,4415,"World Cup 2022, Qualifiers, CONMEBOL",10-Oct-21,Bolivia vs Peru,2021,Peru,PE,Gonzáles,Gonzáles,"['Christofer Gonzales', 'Jairsinho Gonzales']",Success
15,1315,4421,"World Cup 2022, Qualifiers, CONMEBOL",14-Oct-21,Argentina vs Peru,2021,Peru,PE,Gonzáles,Gonzáles,"['Christofer Gonzales', 'Jairsinho Gonzales']",Success
16,1316,4425,"World Cup 2022, Qualifiers, CONMEBOL",11-Nov-21,Peru vs Bolivia,2021,Peru,PE,Gonzáles,Gonzáles,"['Christofer Gonzales', 'Jairsinho Gonzales']",Success
17,1317,354,"Euros 2016, Qualifiers",09.09.14,Czech vs Netherlands,2014,Czech,CZ,2. Кадержабек,Kaderzhabek,['Pavel Kaderabek'],Success
18,1318,4372,"World Cup 2022, Qualifiers, CONMEBOL",13-Oct-20,Peru vs Brazil,2020,Peru,PE,Gonzáles,Gonzáles,"['Christofer Gonzales', 'Jairsinho Gonzales']",Success
19,1319,1873,Nations League 2022-2023,29.03.22,Cyprus vs Estonia,2022,Cyprus,CY,poljarić,poljarić,['Danilo Spoljaric'],Success
20,1320,1604,Nations League 2020-2021,07.09.20,Israel vs Slovakia,2020,Slovakia,SK,uriš,uriš,['Michal Duris'],Success
21,1321,1609,Nations League 2020-2021,15.11.20,Slovakia vs Scotland,2020,Slovakia,SK,uriš,uriš,['Michal Duris'],Success
22,1322,1611,Nations League 2020-2021,18.11.20,Czech vs Slovakia,2020,Slovakia,SK,uriš,uriš,['Michal Duris'],Success
23,1323,857,"Euros 2020, Qualifiers",11.06.19,Liechtenstein vs Finland,2019,Liechtenstein,LI,22. Рекштайнер,Reksteiner,['Martin Rechsteiner'],Success
24,1324,859,"Euros 2020, Qualifiers",05.09.19,Bosnia-Herzegovina vs Liechtenstein,2019,Liechtenstein,LI,22. Рекштайнер,Reksteiner,['Martin Rechsteiner'],Success
25,1325,863,"Euros 2020, Qualifiers",08.09.19,Greece vs Liechtenstein,2019,Liechtenstein,LI,22. Рекштайнер,Reksteiner,['Martin Rechsteiner'],Success
26,1326,864,"Euros 2020, Qualifiers",12.10.19,Bosnia-Herzegovina vs Finland,2019,Bosnia,BA,Sarić,Sarić,"['Dario Saric', 'Elvis Saric']",Success
27,1327,866,"Euros 2020, Qualifiers",12.10.19,Liechtenstein vs Armenia,2019,Liechtenstein,LI,22. Рекштайнер,Reksteiner,['Martin Rechsteiner'],Success
28,1328,866,"Euros 2020, Qualifiers",12.10.19,Liechtenstein vs Armenia,2019,Liechtenstein,LI,23. Польверино,Polverino,['Michele Polverino'],Success
29,1329,868,"Euros 2020, Qualifiers",15.10.19,Greece vs Bosnia-Herzegovina,2019,Bosnia,BA,Sarić,Sarić,"['Dario Saric', 'Elvis Saric']",Success
30,1330,869,"Euros 2020, Qualifiers",15.10.19,Liechtenstein vs Italy,2019,Liechtenstein,LI,22. Рекштайнер,Reksteiner,['Martin Rechsteiner'],Success
31,1331,869,"Euros 2020, Qualifiers",15.10.19,Liechtenstein vs Italy,2019,Liechtenstein,LI,23. Польверино,Polverino,['Michele Polverino'],Success
32,1332,870,"Euros 2020, Qualifiers",15.11.19,Finland vs Liechtenstein,2019,Liechtenstein,LI,22. Рекштайнер,Reksteiner,['Martin Rechsteiner'],Success
33,1333,870,"Euros 2020, Qualifiers",15.11.19,Finland vs Liechtenstein,2019,Liechtenstein,LI,23. Польверино,Polverino,['Michele Polverino'],Success
34,1334,875,"Euros 2020, Qualifiers",18.11.19,Liechtenstein vs Bosnia-Herzegovina,2019,Liechtenstein,LI,22. Рекштайнер,Reksteiner,['Martin Rechsteiner'],Success
35,1335,875,"Euros 2020, Qualifiers",18.11.19,Liechtenstein vs Bosnia-Herzegovina,2019,Liechtenstein,LI,23. Польверино,Polverino,['Michele Polverino'],Success
36,1336,875,"Euros 2020, Qualifiers",18.11.19,Liechtenstein vs Bosnia-Herzegovina,2019,Bosnia,BA,Sarić,Sarić,"['Dario Saric', 'Elvis Saric']",Success
37,1337,891,"Euros 2024, Qualifiers",15.10.23,Georgia vs Cyprus,2023,Cyprus,CY,poljarić,poljarić,['Danilo Spoljaric'],Success
38,1338,555,"Euros 2016, Qualifiers",08.09.15,Moldova vs Montenegro,2015,Moldova,MD,1. Чебану,Cheban,['Ilie Cebanu'],Success
39,1339,555,"Euros 2016, Qualifiers",08.09.15,Moldova vs Montenegro,2015,Moldova,MD,4. Ерхан,Erkhan,['Iulian Erhan'],Success
40,1340,555,"Euros 2016, Qualifiers",08.09.15,Moldova vs Montenegro,2015,Moldova,MD,5. Головатенко,Golovatenko,['Victor Golovatenco'],Success
41,1341,555,"Euros 2016, Qualifiers",08.09.15,Moldova vs Montenegro,2015,Moldova,MD,3. Патраш,Patrash,['Artur Patras'],Success
42,1342,555,"Euros 2016, Qualifiers",08.09.15,Moldova vs Montenegro,2015,Moldova,MD,10. Дедов,Dedov,['Alexandru Dedov'],Success
43,1343,555,"Euros 2016, Qualifiers",08.09.15,Moldova vs Montenegro,2015,Montenegro,ME,1. Полексич,Poleksić,['Vukasin Poleksic'],Success
44,1344,555,"Euros 2016, Qualifiers",08.09.15,Moldova vs Montenegro,2015,Montenegro,ME,4. Вукчевич С.,S Vukcevic,['Andrija Vukcevic'],Success
45,1345,555,"Euros 2016, Qualifiers",08.09.15,Moldova vs Montenegro,2015,Montenegro,ME,18. Больевич В.,V Bolyevich,['Vladimir Boljevic'],Success
46,1346,555,"Euros 2016, Qualifiers",08.09.15,Moldova vs Montenegro,2015,Montenegro,ME,10. Дамьянович,Damjanovic,['Dejan Damjanović'],Success
47,1347,556,"Euros 2016, Qualifiers",08.09.15,Sweden vs Austria,2015,Sweden,SE,3. Антонссон,Antonsson,['Mikael Antonsson'],Success
48,1348,557,"Euros 2016, Qualifiers",09.10.15,Liechtenstein vs Sweden,2015,Liechtenstein,LI,1. Иеле,Iele,['Gabriel Foser'],Success
49,1349,557,"Euros 2016, Qualifiers",09.10.15,Liechtenstein vs Sweden,2015,Liechtenstein,LI,10. Фрик М.,M Freak,['Mario Frick'],Success
50,1350,557,"Euros 2016, Qualifiers",09.10.15,Liechtenstein vs Sweden,2015,Liechtenstein,LI,14. Эхри,Ehri,0,Fail
51,1351,557,"Euros 2016, Qualifiers",09.10.15,Liechtenstein vs Sweden,2015,Liechtenstein,LI,16. Рехштайнер,Rechsteiner,['Martin Rechsteiner'],Success
52,1352,557,"Euros 2016, Qualifiers",09.10.15,Liechtenstein vs Sweden,2015,Liechtenstein,LI,6. Кристен,Kristen,['Mathias Christen'],Success
53,1353,557,"Euros 2016, Qualifiers",09.10.15,Liechtenstein vs Sweden,2015,Liechtenstein,LI,7. Бюхель,Büchel,"['Benjamin Büchel', 'Martin Büchel', 'Marcel Büchel']",Success
54,1354,557,"Euros 2016, Qualifiers",09.10.15,Liechtenstein vs Sweden,2015,Liechtenstein,LI,11. Бургмайер,Burgmayer,['Franz Burgmeier'],Success
55,1355,557,"Euros 2016, Qualifiers",09.10.15,Liechtenstein vs Sweden,2015,Liechtenstein,LI,23. Польверино,Polverino,['Michele Polverino'],Success
