,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,900,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland, NI,4. Макаули,Makauli,['Niall McGinn'],Success
1,901,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland, NI,6. Бейрд,Baird,['Chris Baird'],Success
2,902,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland, NI,17. Фергюсон,Ferguson,['Shane Ferguson'],Success
3,903,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland, NI,18. Хьюз,Hughes,"['Aaron Hughes', 'Liam Hughes']",Success
4,904,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland, NI,7. Макгинн,Mc Ginn,0,Fail
5,905,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland, NI,8. Дэвис,Davis,['Steven Davis'],Success
6,906,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland, NI,16. Норвуд,Norwood,['Oliver Norwood'],Success
7,907,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland, NI,19. Уорд,Ward,['Jamie Ward'],Success
8,908,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland, NI,10. Лафферти,Lafferty,"['Danny Lafferty', 'Kyle Lafferty']",Success
9,909,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,1. Нильсен,Nielsen,"['Gunnar Nielsen', 'Eli Nielsen']",Success
10,910,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,3. Давидсен,Davidsen,"['Viljormur Davidsen', 'Jóhan Troest Davidsen', 'Jógvan Davidsen']",Success
11,911,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,4. Грегерсен,Gregersen,['Atli Gregersen'],Success
12,912,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,5. Наттестад,Nattestad,['Sonni Nattestad'],Success
13,913,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,13. Юстинуссен,Justinussen,"['Pól Jóhannus Justinussen', 'Finnur Justinussen', 'Adrian Justinussen']",Success
14,914,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,2. Нес,Nes,0,Fail
15,915,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,6. Хансон,Hanson,0,Fail
16,916,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,7. Беньяминсен,Benjaminsen,"['Fródi Benjaminsen', 'Jann Benjaminsen']",Success
17,917,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,10. Хольст,Holst,['Christian Holst'],Success
18,918,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,11. Клеттскар,Klettskar,['Páll Klettskard'],Success
19,919,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,16. Эдмундсон,Edmundson,"['Jóan Símun Edmundsson', 'Andrias Edmundsson']",Success
20,920,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,1. Нильсен,Nielsen,"['Gunnar Nielsen', 'Eli Nielsen']",Success
21,921,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,2. Нес,Nes,0,Fail
22,922,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,3. Давидсен,Davidsen,"['Viljormur Davidsen', 'Jóhan Troest Davidsen', 'Jógvan Davidsen']",Success
23,923,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,4. Грегерсен,Gregersen,['Atli Gregersen'],Success
24,924,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,5. Наттестад,Nattestad,['Sonni Nattestad'],Success
25,925,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,6. Ханссон,Hansson,['Hallur Hansson'],Success
26,926,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,7. Беньяминсен,Benjaminsen,"['Fródi Benjaminsen', 'Jann Benjaminsen']",Success
27,927,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,10. Хольст,Holst,['Christian Holst'],Success
28,928,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,16. Эдмундсон,Edmundson,"['Jóan Símun Edmundsson', 'Andrias Edmundsson']",Success
29,929,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,17. Ванхамар,Vanhamar,"['Sölvi Vatnhamar', 'Gunnar Vatnhamar']",Success
30,930,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,18. Ольсен,Olsen,"['Klaemint Olsen', 'Andreas Lava Olsen', 'Meinhard Olsen']",Success
31,931,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,22. Дибус,Dibus,['Dénes Dibusz'],Success
32,932,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,2. Шимон,Shimon,['Krisztián Simon'],Success
33,933,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,3. Корхут,Korhut,['Mihály Korhut'],Success
34,934,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,4. Кадар,Kadar,['Tamás Kádár'],Success
35,935,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,7. Джуджак,Balazs Dzsudzsak,['Balázs Dzsudzsák'],Success
36,936,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,8. Варга,Varga,"['József Varga', 'Roland Varga', 'Kevin Varga', 'Barnabás Varga']",Success
37,937,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,9. Тежер,Tezher,['Szilveszter Hangya'],Success
38,938,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,10. Геро,Gero,['Zoltán Gera'],Success
39,939,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,11. Солои,Soloi,['Ádám Szalai'],Success
40,940,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,17. Николич,Nikolic,['Nemanja Nikolics'],Success
41,941,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,23. Юхас,Yuhas,0,Fail
42,942,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Finland,FI,1. Мяэнпяя,Mäenpää,"['Niki Mäenpää', 'Niilo Mäenpää']",Success
43,943,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Finland,FI,3. Мойсандер,Moisander,"['Niklas Moisander', 'Henrik Moisander']",Success
