,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,300,425,"Euros 2016, Qualifiers",27.03.15,North Macedonia vs Belarus,2015,N. Macedonia,MK,5. Маркоски,Riste Markoski,['Riste Markoski'],Success
1,301,425,"Euros 2016, Qualifiers",27.03.15,North Macedonia vs Belarus,2015,N. Macedonia,MK,6. Шиков,Shikov,['Vance Sikov'],Success
2,302,425,"Euros 2016, Qualifiers",27.03.15,North Macedonia vs Belarus,2015,N. Macedonia,MK,2. Гиоргиевски,Georgievski,"['Daniel Georgievski', 'Slavco Georgievski']",Success
3,303,425,"Euros 2016, Qualifiers",27.03.15,North Macedonia vs Belarus,2015,N. Macedonia,MK,4. Положани,Polozany,['Artim Polozani'],Success
4,304,425,"Euros 2016, Qualifiers",27.03.15,North Macedonia vs Belarus,2015,N. Macedonia,MK,19. Абдурахими,Abdurahimi,['Besart Abdurahimi'],Success
5,305,425,"Euros 2016, Qualifiers",27.03.15,North Macedonia vs Belarus,2015,N. Macedonia,MK,7. Трайковски,Trajkovski,['Aleksandar Trajkovski'],Success
6,306,425,"Euros 2016, Qualifiers",27.03.15,North Macedonia vs Belarus,2015,N. Macedonia,MK,9. Велкоски К.,K Velkoski,['Krste Velkoski'],Success
7,307,425,"Euros 2016, Qualifiers",27.03.15,North Macedonia vs Belarus,2015,N. Macedonia,MK,11. Хасани,Hasani,['Ferhan Hasani'],Success
8,308,425,"Euros 2016, Qualifiers",27.03.15,North Macedonia vs Belarus,2015,Belarus,BY,1. Жевнов,Zhevnov,['Yuriy Zhevnov'],Success
9,309,425,"Euros 2016, Qualifiers",27.03.15,North Macedonia vs Belarus,2015,Belarus,BY,9. Стасевич,Stasevich,['Igor Stasevich'],Success
10,310,425,"Euros 2016, Qualifiers",27.03.15,North Macedonia vs Belarus,2015,Belarus,BY,10. Глеб,Hleb,['Aleksandr Hleb'],Success
11,311,425,"Euros 2016, Qualifiers",27.03.15,North Macedonia vs Belarus,2015,Belarus,BY,18. Маевский,Mayevsky,['Ivan Maevskiy'],Success
12,312,425,"Euros 2016, Qualifiers",27.03.15,North Macedonia vs Belarus,2015,Belarus,BY,23. Калачев,Kalachev,['Timofey Kalachev'],Success
13,313,426,"Euros 2016, Qualifiers",27.03.15,Slovakia vs Luxembourg,2015,Slovakia,SK,22. Печовски,Pechowski,['Viktor Pecovsky'],Success
14,314,426,"Euros 2016, Qualifiers",27.03.15,Slovakia vs Luxembourg,2015,Luxembourg,LU,1. Жубер,Joubert,['Jonathan Joubert'],Success
15,315,426,"Euros 2016, Qualifiers",27.03.15,Slovakia vs Luxembourg,2015,Luxembourg,LU,2. Шано,Shano,0,Fail
16,316,426,"Euros 2016, Qualifiers",27.03.15,Slovakia vs Luxembourg,2015,Luxembourg,LU,5. Шнелль,Schnell,['Tom Schnell'],Success
