,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,2300,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Wales,WA,3. Тейлор,Taylor,"['Neil Taylor', 'Jake Taylor']",Success
1,2301,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Wales,WA,4. Ричардс,Richards,['Jazz Richards'],Success
2,2302,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Wales,WA,6. Уильямс Э.,E Williams,['Ashley Williams'],Success
3,2303,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Wales,WA,7. Эдвардс,Edwards,"['David Edwards', 'Gwion Edwards']",Success
4,2304,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Wales,WA,8. Кинг,King,"['Andy King', 'Tom King']",Success
5,2305,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Wales,WA,9. Робсон-Кану,Robson Kanu,['Hal Robson-Kanu'],Success
6,2306,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Wales,WA,10. Рэмси,Ramsey,['Aaron Ramsey'],Success
7,2307,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Wales,WA,11. Бэйл,Bale,['Gareth Bale'],Success
8,2308,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Wales,WA,18. Дэвис,Davis,['Ben Davies'],Success
9,2309,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Israel,IL,18. Марсиано,Ofir Marciano,['Ofir Marciano'],Success
10,2310,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Israel,IL,3. Бен-Хаим 1,Ben Haim,['Tal Ben Haim'],Success
11,2311,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Israel,IL,4. Биттон,Bitton,"['Nir Bitton', 'Ben Bitton']",Success
12,2312,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Israel,IL,6. Натхо,Natho,['Bibras Natcho'],Success
13,2313,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Israel,IL,7. Захави,Zahavi,['Eran Zahavi'],Success
14,2314,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Israel,IL,8. Каяль,Kajal,['Beram Kayal'],Success
15,2315,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Israel,IL,9. Даббур,Munas Dabbur,['Munas Dabbur'],Success
16,2316,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Israel,IL,16. Даса,Dasa,['Eli Dasa'],Success
17,2317,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Israel,IL,19. Огани,Ogani,0,Fail
18,2318,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Israel,IL,20. Бен-Аруш,Ben Arush,['Eden Ben Basat'],Success
19,2319,404,"Euros 2016, Qualifiers",06.09.15,Wales vs Israel,2015,Israel,IL,21. Тиби,Tibi,['Eitan Tibi'],Success
20,2320,1010,"Euros 2024, Qualifiers",14.10.23,Hungary vs Serbia,2023,Serbia,RS,Terzić,Terzić,"['Nikola Terzic', 'Aleksa Terzic']",Success
21,2321,1638,Nations League 2020-2021,05.09.20,Cyprus vs Montenegro,2020,Montenegro,ME,Boljević,Boljević,"['Aleksandar Boljevic', 'Vladimir Boljevic']",Success
22,2322,1639,Nations League 2020-2021,08.09.20,Luxembourg vs Montenegro,2020,Montenegro,ME,Boljević,Boljević,"['Aleksandar Boljevic', 'Vladimir Boljevic']",Success
23,2323,1642,Nations League 2020-2021,10.10.20,Montenegro vs Azerbaijan,2020,Montenegro,ME,Boljević,Boljević,"['Aleksandar Boljevic', 'Vladimir Boljevic']",Success
24,2324,1648,Nations League 2020-2021,17.11.20,Montenegro vs Cyprus,2020,Montenegro,ME,Boljević,Boljević,"['Aleksandar Boljevic', 'Vladimir Boljevic']",Success
25,2325,709,"Euros 2020, Qualifiers",24.03.19,Hungary vs Croatia,2019,Hungary,HU,2. Барат,Going,['Botond Baráth'],Success
26,2326,711,"Euros 2020, Qualifiers",08.06.19,Azerbaijan vs Hungary,2019,Hungary,HU,2. Барат,Going,['Botond Baráth'],Success
27,2327,713,"Euros 2020, Qualifiers",11.06.19,Hungary vs Wales,2019,Hungary,HU,2. Барат,Going,['Botond Baráth'],Success
28,2328,717,"Euros 2020, Qualifiers",09.09.19,Hungary vs Slovakia,2019,Hungary,HU,2. Барат,Going,['Botond Baráth'],Success
29,2329,717,"Euros 2020, Qualifiers",09.09.19,Hungary vs Slovakia,2019,Hungary,HU,9. Сцалай,Scalay,"['Péter Szakály', 'Ádám Szalai', 'Roland Sallai', 'Attila Szalai', 'Gábor Szalai']",Success
30,2330,720,"Euros 2020, Qualifiers",13.10.19,Hungary vs Azerbaijan,2019,Hungary,HU,5. Барат,Going,['Botond Baráth'],Success
31,2331,724,"Euros 2020, Qualifiers",19.11.19,Wales vs Hungary,2019,Hungary,HU,5. Барат,Going,['Botond Baráth'],Success
32,2332,727,"Euros 2020, Qualifiers",23.03.19,Malta vs Faroe Islands,2019,Malta,MT,2. Каруана Дж.,J Caruana,['Jonathan Caruana'],Success
33,2333,727,"Euros 2020, Qualifiers",23.03.19,Malta vs Faroe Islands,2019,Malta,MT,9. Мифсуд,Mifsud,"['Michael Mifsud', 'Jean Pierre Mifsud Triganza']",Success
34,2334,727,"Euros 2020, Qualifiers",23.03.19,Malta vs Faroe Islands,2019,Faroe Islands,FO,22. Томсен Я.Л.,YAL Tomsen,0,Fail
35,2335,731,"Euros 2020, Qualifiers",26.03.19,Malta vs Spain,2019,Malta,MT,2. Каруана Дж.,J Caruana,['Jonathan Caruana'],Success
36,2336,731,"Euros 2020, Qualifiers",26.03.19,Malta vs Spain,2019,Malta,MT,19. Зерафа Дж.,J Zerafa,['Joseph Zerafa'],Success
37,2337,732,"Euros 2020, Qualifiers",07.06.19,Sweden vs Malta,2019,Malta,MT,17. Эффйонг,Effyong,['Alfred Effiong'],Success
38,2338,733,"Euros 2020, Qualifiers",07.06.19,Norway vs Romania,2019,Romania,RO,10. Грозав,Grozav,['Gheorghe Grozav'],Success
39,2339,737,"Euros 2020, Qualifiers",10.06.19,Malta vs Romania,2019,Malta,MT,19. Зерафа Дж.,J Zerafa,['Joseph Zerafa'],Success
40,2340,737,"Euros 2020, Qualifiers",10.06.19,Malta vs Romania,2019,Malta,MT,17. Эффйонг,Effyong,['Alfred Effiong'],Success
41,2341,737,"Euros 2020, Qualifiers",10.06.19,Malta vs Romania,2019,Romania,RO,5. Балута Т.,T Baluta,['Tudor Băluţă'],Success
42,2342,740,"Euros 2020, Qualifiers",05.09.19,Faroe Islands vs Sweden,2019,Faroe Islands,FO,8. Ольсен Б.,B  Olsen,['Andreas Lava Olsen'],Success
43,2343,741,"Euros 2020, Qualifiers",08.09.19,Romania vs Malta,2019,Romania,RO,4. Рус Л.,L Rus,['Adrian Rus'],Success
44,2344,741,"Euros 2020, Qualifiers",08.09.19,Romania vs Malta,2019,Malta,MT,9. Фарруджа,Farrugia,"['Jean Paul Farrugia', 'Brooke Farrugia']",Success
45,2345,746,"Euros 2020, Qualifiers",12.10.19,Malta vs Sweden,2019,Malta,MT,19. Зерафа Дж.,J Zerafa,['Joseph Zerafa'],Success
46,2346,746,"Euros 2020, Qualifiers",12.10.19,Malta vs Sweden,2019,Malta,MT,17. Эффйонг,Effyong,['Alfred Effiong'],Success
47,2347,748,"Euros 2020, Qualifiers",15.10.19,Romania vs Norway,2019,Romania,RO,4. Рус Л.,L Rus,['Adrian Rus'],Success
48,2348,749,"Euros 2020, Qualifiers",15.10.19,Faroe Islands vs Malta,2019,Malta,MT,9. Мифсуд,Mifsud,"['Michael Mifsud', 'Jean Pierre Mifsud Triganza']",Success
49,2349,751,"Euros 2020, Qualifiers",15.11.19,Spain vs Malta,2019,Malta,MT,2. Каруана Дж.,J Caruana,['Jonathan Caruana'],Success
50,2350,752,"Euros 2020, Qualifiers",15.11.19,Romania vs Sweden,2019,Romania,RO,4. Рус Л.,L Rus,['Adrian Rus'],Success
51,2351,753,"Euros 2020, Qualifiers",18.11.19,Spain vs Romania,2019,Romania,RO,4. Рус Л.,L Rus,['Adrian Rus'],Success
52,2352,755,"Euros 2020, Qualifiers",18.11.19,Malta vs Norway,2019,Malta,MT,19. Зерафа Дж.,J Zerafa,['Joseph Zerafa'],Success
53,2353,755,"Euros 2020, Qualifiers",18.11.19,Malta vs Norway,2019,Malta,MT,9. Мифсуд,Mifsud,"['Michael Mifsud', 'Jean Pierre Mifsud Triganza']",Success
54,2354,1796,Nations League 2022-2023,09.06.22,Sweden vs Serbia,2022,Serbia,RS,Terzić,Terzić,"['Nikola Terzic', 'Aleksa Terzic']",Success
55,2355,1119,Euros 2016,26.06.16,Germany vs Slovakia,2016,Slovakia,SK,uriš,uriš,['Michal Duris'],Success
56,2356,1129,Euros 2016,11.06.16,Wales vs Slovakia,2016,Slovakia,SK,uriš,uriš,['Michal Duris'],Success
57,2357,661,"Euros 2020, Qualifiers",14.10.19,Lithuania vs Serbia,2019,Lithuania,LT,9. Матулявичус Д.,D Matuljavičius,['Deivydas Matulevicius'],Success
58,2358,662,"Euros 2020, Qualifiers",14.11.19,Portugal vs Lithuania,2019,Portugal,PT,15. Рикарду,Ricardo,"['Ricardo Costa', 'Ricardo Carvalho', 'Ricardo Pereira', 'Ricardo Horta', 'Ricardo Quaresma', 'Ricardo Ferreira']",Success
59,2359,665,"Euros 2020, Qualifiers",17.11.19,Luxembourg vs Portugal,2019,Portugal,PT,15. Рикарду,Ricardo,"['Ricardo Costa', 'Ricardo Carvalho', 'Ricardo Pereira', 'Ricardo Horta', 'Ricardo Quaresma', 'Ricardo Ferreira']",Success
60,2360,669,"Euros 2020, Qualifiers",24.03.19,Northern Ireland vs Belarus,2019,Belarus,BY,10. Глеб А.,Hleb,['Aleksandr Hleb'],Success
61,2361,687,"Euros 2020, Qualifiers",23.03.19,Gibraltar vs Ireland,2019,Gibraltar,GI,8. Бардон,Bardon,['Anthony Bardon'],Success
62,2362,690,"Euros 2020, Qualifiers",07.06.19,Georgia vs Gibraltar,2019,Gibraltar,GI,8. Бардон,Bardon,['Anthony Bardon'],Success
63,2363,11,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,2015,Senegal,SN,4. М. Сане,M Sane,['Mouhameth Sané'],Success
64,2364,11,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,2015,Senegal,SN,6. Эли Сиссе,Eli Cisse,['Elimane Cissé'],Success
65,2365,11,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,2015,Senegal,SN,8. Сиди Сарр,Sidi Sarr,['Sidy Sarr'],Success
66,2366,11,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,2015,Senegal,SN,12. М.Л. Ндиайе,M L Ndiaye,['Mamadou Loum'],Success
