,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,2800,1489,Nations League 2018-2020,06.09.18,Latvia vs Andorra,2018,Andorra,AD,6. Лима,Ildefons Lima,['Ildefons Lima'],Success
1,2801,1490,Nations League 2018-2020,09.09.18,Georgia vs Latvia,2018,Latvia,LV,6. Габов,Gabov,['Vladislavs Gabovs'],Success
2,2802,1490,Nations League 2018-2020,09.09.18,Georgia vs Latvia,2018,Latvia,LV,8. Фертовс,Fertovs,['Aleksandrs Fertovs'],Success
3,2803,1490,Nations League 2018-2020,09.09.18,Georgia vs Latvia,2018,Latvia,LV,16. Лукьяновс,Lukyanovs,['Ivans Lukjanovs'],Success
4,2804,1492,Nations League 2018-2020,13.10.18,Georgia vs Andorra,2018,Andorra,AD,22. Родригес В.,V Rodriguez,['Víctor Rodríguez'],Success
5,2805,1493,Nations League 2018-2020,13.10.18,Latvia vs Kazakhstan,2018,Latvia,LV,10. Шабала,Valerijs Sabala,['Valerijs Sabala'],Success
6,2806,1493,Nations League 2018-2020,13.10.18,Latvia vs Kazakhstan,2018,Latvia,LV,16. Лукьяновс,Lukyanovs,['Ivans Lukjanovs'],Success
7,2807,1494,Nations League 2018-2020,16.10.18,Kazakhstan vs Andorra,2018,Andorra,AD,22. Родригес В.,V Rodriguez,['Víctor Rodríguez'],Success
8,2808,1495,Nations League 2018-2020,16.10.18,Latvia vs Georgia,2018,Latvia,LV,21. Жулев,Zhulev,['Vadims Zulevs'],Success
9,2809,1495,Nations League 2018-2020,16.10.18,Latvia vs Georgia,2018,Latvia,LV,8. Фертовс,Fertovs,['Aleksandrs Fertovs'],Success
10,2810,1496,Nations League 2018-2020,15.11.18,Kazakhstan vs Latvia,2018,Latvia,LV,6. Габов,Gabov,['Vladislavs Gabovs'],Success
11,2811,1496,Nations League 2018-2020,15.11.18,Kazakhstan vs Latvia,2018,Latvia,LV,10. Шабала,Valerijs Sabala,['Valerijs Sabala'],Success
12,2812,1498,Nations League 2018-2020,19.11.18,Andorra vs Latvia,2018,Andorra,AD,22. Родригес В.,V Rodriguez,['Víctor Rodríguez'],Success
13,2813,1498,Nations League 2018-2020,19.11.18,Andorra vs Latvia,2018,Latvia,LV,10. Шабала,Valerijs Sabala,['Valerijs Sabala'],Success
14,2814,1500,Nations League 2018-2020,08.09.18,Belarus vs San Marino,2018,San Marino,SM,17. Бьорди,Bjordi,['Juri Biordi'],Success
15,2815,1501,Nations League 2018-2020,08.09.18,Luxembourg vs Moldova,2018,Moldova,MD,2. Рябчук,Ryabchuk,['Oleg Reabciuk'],Success
16,2816,1501,Nations League 2018-2020,08.09.18,Luxembourg vs Moldova,2018,Moldova,MD,10. Дедов,Dedov,['Alexandru Dedov'],Success
17,2817,1502,Nations League 2018-2020,11.09.18,San Marino vs Luxembourg,2018,Luxembourg,LU,16. Баррейро,Barreiro,['Leandro Barreiro'],Success
18,2818,1502,Nations League 2018-2020,11.09.18,San Marino vs Luxembourg,2018,Luxembourg,LU,9. Да Мота,Da Mota,['Daniel da Mota'],Success
19,2819,1503,Nations League 2018-2020,11.09.18,Moldova vs Belarus,2018,Moldova,MD,2. Рябчук,Ryabchuk,['Oleg Reabciuk'],Success
20,2820,1503,Nations League 2018-2020,11.09.18,Moldova vs Belarus,2018,Moldova,MD,22. Николаеску,Nicolaescu,['Ion Nicolaescu'],Success
21,2821,1505,Nations League 2018-2020,12.10.18,Moldova vs San Marino,2018,San Marino,SM,5. Витайоли Ф.,F Vitayoli,['Fabio Vitaioli'],Success
22,2822,1507,Nations League 2018-2020,15.10.18,Luxembourg vs San Marino,2018,San Marino,SM,5. Витайоли Ф.,F Vitayoli,['Fabio Vitaioli'],Success
23,2823,1508,Nations League 2018-2020,15.11.18,San Marino vs Moldova,2018,San Marino,SM,5. Витайоли Ф.,F Vitayoli,['Fabio Vitaioli'],Success
24,2824,1509,Nations League 2018-2020,15.11.18,Luxembourg vs Belarus,2018,Belarus,BY,10. Глеб А.,Hleb,['Aleksandr Hleb'],Success
25,2825,1510,Nations League 2018-2020,18.11.18,San Marino vs Belarus,2018,San Marino,SM,5. Витайоли Ф.,F Vitayoli,['Fabio Vitaioli'],Success
26,2826,1510,Nations League 2018-2020,18.11.18,San Marino vs Belarus,2018,Belarus,BY,10. Глеб А.,Hleb,['Aleksandr Hleb'],Success
27,2827,1511,Nations League 2018-2020,18.11.18,Moldova vs Luxembourg,2018,Luxembourg,LU,9. Да Мота,Da Mota,['Daniel da Mota'],Success
28,2828,1512,Nations League 2018-2020,07.09.18,Azerbaijan vs Kosovo,2018,Azerbaijan,AZ,1. Агаев К.,K Agaev,['Kamran Agayev'],Success
29,2829,1512,Nations League 2018-2020,07.09.18,Azerbaijan vs Kosovo,2018,Azerbaijan,AZ,10. Гурбанов Р.,R Gurbanov,0,Fail
30,2830,1513,Nations League 2018-2020,07.09.18,Faroe Islands vs Malta,2018,Malta,MT,1. Хогг,Hogg,['Andrew Hogg'],Success
31,2831,1513,Nations League 2018-2020,07.09.18,Faroe Islands vs Malta,2018,Malta,MT,3. Зерафа Дж.,J Zerafa,['Joseph Zerafa'],Success
32,2832,1513,Nations League 2018-2020,07.09.18,Faroe Islands vs Malta,2018,Malta,MT,9. Мифсуд,Mifsud,"['Michael Mifsud', 'Jean Pierre Mifsud Triganza']",Success
33,2833,1513,Nations League 2018-2020,07.09.18,Faroe Islands vs Malta,2018,Malta,MT,19. Эффйонг,Effyong,['Alfred Effiong'],Success
34,2834,1515,Nations League 2018-2020,10.09.18,Malta vs Azerbaijan,2018,Malta,MT,1. Хогг,Hogg,['Andrew Hogg'],Success
35,2835,1515,Nations League 2018-2020,10.09.18,Malta vs Azerbaijan,2018,Malta,MT,3. Зерафа Дж.,J Zerafa,['Joseph Zerafa'],Success
36,2836,1515,Nations League 2018-2020,10.09.18,Malta vs Azerbaijan,2018,Malta,MT,17. Камильери Р.,R Camilleri,['Ryan Camilleri'],Success
37,2837,1515,Nations League 2018-2020,10.09.18,Malta vs Azerbaijan,2018,Malta,MT,6. Фенек Р.,R Fenech,['Ryan Fenech'],Success
38,2838,1515,Nations League 2018-2020,10.09.18,Malta vs Azerbaijan,2018,Malta,MT,9. Мифсуд,Mifsud,"['Michael Mifsud', 'Jean Pierre Mifsud Triganza']",Success
39,2839,1515,Nations League 2018-2020,10.09.18,Malta vs Azerbaijan,2018,Malta,MT,14. Фарруджа,Farrugia,"['Jean Paul Farrugia', 'Brooke Farrugia']",Success
40,2840,1515,Nations League 2018-2020,10.09.18,Malta vs Azerbaijan,2018,Azerbaijan,AZ,1. Агаев К.,K Agaev,['Kamran Agayev'],Success
41,2841,1515,Nations League 2018-2020,10.09.18,Malta vs Azerbaijan,2018,Azerbaijan,AZ,9. Алиев Р.,R Aliev,['Rauf Aliyev'],Success
42,2842,1516,Nations League 2018-2020,11.10.18,Faroe Islands vs Azerbaijan,2018,Faroe Islands,FO,10. Юстинуссен Ф.,F Justinussen,['Finnur Justinussen'],Success
43,2843,1516,Nations League 2018-2020,11.10.18,Faroe Islands vs Azerbaijan,2018,Azerbaijan,AZ,1. Агаев К.,K Agaev,['Kamran Agayev'],Success
