,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,2400,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,United States,US,7. Арриола,Arriola,['Paul Arriola'],Success
1,2401,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,United States,US,8. Хайндмен,Hyndman,['Emerson Hyndman'],Success
2,2402,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,United States,US,15. Дельгадо,Delgado,['Mark Delgado'],Success
3,2403,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,United States,US,11. Джеймисон,Jamison,['Bradford Jamieson IV'],Success
4,2404,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,United States,US,20. Аллен,Allen,['Jordan Allen'],Success
5,2405,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,United States,US,10. Сонора,Sonora,['Alan Soñora'],Success
6,2406,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,2. Хван Таэхён,Hwang Taehyun,['Tae-Hyeon Hwang'],Success
7,2407,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,4. Ли Джисол,Lee Jisol,['Ji-Sol Lee'],Success
8,2408,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,5. Ким Хьюнву,Kim Hyunwoo,['Kim Hyun-Woo'],Success
9,2409,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,3. Ли Джэик,Lee Jayick,['Jae-Ik Lee'],Success
10,2410,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,6. Ким Чжунмин,Kim Zhongming,['Kim Jung-Mi'],Success
11,2411,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,18. Чо Ёнгвук,Choi Youngwook,['Young-wook Cho'],Success
12,2412,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,19. Чой Джун,Choi Jun,['Jun Choi'],Success
13,2413,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,20. Ким Сеюн,Kim Seyun,['Kim Se-Yun'],Success
14,2414,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,9. О Сехун,O Sehun,['Sehun Oh'],Success
15,2415,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,1. Рамирес,Ramirez,"['Cristian Ramírez', 'Moisés Ramírez']",Success
16,2416,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,2. Поросо,Jackson Porozo,['Jackson Porozo'],Success
17,2417,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,3. Паласиос,Palacios,['Diego Palacios'],Success
18,2418,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,4. Эспиноса,Espinosa,['Jhon Espinoza'],Success
19,2419,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,6. Вальесилья,Vallecilla,['Gustavo Vallecilla'],Success
20,2420,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,5. Альсивар,Alcivar,['Jordy Alcívar'],Success
21,2421,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,8. Сифуэнтес,Cifuentes,['José Cifuentes'],Success
22,2422,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,10. Ресабала,Resabala,['Jordan Rezabala'],Success
23,2423,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,11. Альварадо,Alexander Alvarado,['Alexander Alvarado'],Success
24,2424,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,20. Плата,Pay,['Gonzalo Plata'],Success
25,2425,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,9. Кампанья,Campania,['Leonardo Campana'],Success
26,2426,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,1. Рамирес,Ramirez,"['Cristian Ramírez', 'Moisés Ramírez']",Success
27,2427,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,2. Поросо,Jackson Porozo,['Jackson Porozo'],Success
28,2428,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,3. Паласиос,Palacios,['Diego Palacios'],Success
29,2429,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,4. Эспиноса,Espinosa,['Jhon Espinoza'],Success
30,2430,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,6. Вальесилья,Vallecilla,['Gustavo Vallecilla'],Success
31,2431,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,8. Сифуэнтес,Cifuentes,['José Cifuentes'],Success
32,2432,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,10. Ресабала,Resabala,['Jordan Rezabala'],Success
33,2433,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,16. Кинтеро,Kintero,['Sergio Quintero'],Success
34,2434,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,9. Кампанья,Campania,['Leonardo Campana'],Success
35,2435,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,11. Альварадо,Alexander Alvarado,['Alexander Alvarado'],Success
36,2436,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,20. Плата,Pay,['Gonzalo Plata'],Success
37,2437,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,1. Квангён Ли,Gwangkyung Lee,['Lee Gwang-Yeon'],Success
38,2438,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,2. Хванг Тэ Хён,Hwang Tae Hyun,['Tae-Hyeon Hwang'],Success
39,2439,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,3. Ли Чже Ик,Li Zhe Ik,['Jae-Ik Lee'],Success
40,2440,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,4. Ли Чжи Сол,Li Zhi Sol,['Ji-Sol Lee'],Success
41,2441,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,5. Хён-Ву Ким,Hyunwoo Kim,['Kim Hyun-Woo'],Success
42,2442,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,19. Чой Джун,Choi Jun,['Jun Choi'],Success
43,2443,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,13. Ко Чже Хён,Gojaehyun,['Jae-Hyeon Ko'],Success
44,2444,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,15. Хо Джин Чжон,Ho Jin Jeong,['Ho-Jin Jeong'],Success
45,2445,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,20. Ким Се Юн,Kim SeYun,['Kim Se-Yun'],Success
46,2446,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Korea Republic,KR,9. Се-Хун О,O SeHun,['Sehun Oh'],Success
47,2447,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,13. Мьер,Myer,['Kevin Mier'],Success
48,2448,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,2. Куэста,Cuesta,['Carlos Cuesta'],Success
49,2449,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,4. Арройо,Arroyo,['Anderson Arroyo'],Success
50,2450,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,14. Пальма,Palm Tree,['Juan Palma'],Success
51,2451,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,16. Вера,Faith,['Brayan Vera'],Success
52,2452,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,5. Баланта,Balanta,['Andres Balanta'],Success
53,2453,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,6. Переа,Perea,['Luis Amaranto Perea'],Success
54,2454,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,8. Альварадо,Alvarado,['Jaime Alvarado Hoyos'],Success
55,2455,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,7. Ангуло,Angulo,"['Brayan Angulo', 'Álvaro Angulo']",Success
56,2456,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,16. Койта,Coita,['Youssouf Koita'],Success
57,2457,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,2. Конан,Conan,['Arnaud Konan'],Success
58,2458,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,5. Фофана,Fofana,['Babou Fofana'],Success
59,2459,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,13. Кануте,Kanute,['Clement Kanoute'],Success
60,2460,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,15. Диаби,Diaby,"['Abdoulay Diaby', 'Alassane Diaby', 'Yoro Diaby']",Success
61,2461,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,6. Диаките,Diakite,['Ousmane Diakite'],Success
62,2462,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,8. Камара,Kamara,['Mohamed Camara'],Success
63,2463,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,14. Сиссоко,Sissoko,['Sambou Sissoko'],Success
64,2464,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,7. Драме,Drama,['Hadji Drame'],Success
65,2465,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,9. Коне,Koné,['Ibrahim Koné'],Success
66,2466,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,12. Очоа,David Ochoa,['Chris Gloster'],Success
67,2467,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,2. Дест,Dest,['Sergiño Dest'],Success
68,2468,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,3. Глостер,Gloucester,0,Fail
69,2469,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,5. Ричардс,Richards,['Chris Richards'],Success
70,2470,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,13. Кейта,Keita,['Aboubacar Keita'],Success
71,2471,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,6. Даркин,Durkin,['Christopher Durkin'],Success
72,2472,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,8. Мендес,Mendes,['Alex Méndez'],Success
73,2473,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,10. Помыкал,Pomykal,['Paxton Pomykal'],Success
74,2474,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,17. Де ла Фуэнте,Dela Fuente,['Konrad De La Fuente'],Success
75,2475,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,1. Рамирес,Ramirez,"['Cristian Ramírez', 'Moisés Ramírez']",Success
76,2476,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,2. Поросо,Jackson Porozo,['Jackson Porozo'],Success
77,2477,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,3. Паласиос,Palacios,['Diego Palacios'],Success
78,2478,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,4. Эспиноса,Espinosa,['Jhon Espinoza'],Success
79,2479,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,6. Вальесилья,Vallecilla,['Gustavo Vallecilla'],Success
80,2480,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,8. Сифуэнтес,Cifuentes,['José Cifuentes'],Success
81,2481,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,10. Ресабала,Resabala,['Jordan Rezabala'],Success
82,2482,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,11. Альварадо,Alexander Alvarado,['Alexander Alvarado'],Success
