,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status
0,2200,390,"Euros 2016, Qualifiers",13.10.14,Wales vs Cyprus,2014,Cyprus,CY,4. Меркис,Merkis,['Georgios Merkis'],Success
1,2201,390,"Euros 2016, Qualifiers",13.10.14,Wales vs Cyprus,2014,Cyprus,CY,8. Кириаку,Kyriakou,"['Charalampos Kyriakou', 'Andreas Kyriakou', 'Vangelis Kyriakou']",Success
2,2202,390,"Euros 2016, Qualifiers",13.10.14,Wales vs Cyprus,2014,Cyprus,CY,9. Христофи,Christofi,['Dimitrios Christofi'],Success
3,2203,390,"Euros 2016, Qualifiers",13.10.14,Wales vs Cyprus,2014,Cyprus,CY,13. Макридис,Makridis,['Konstantinos Makridis'],Success
4,2204,390,"Euros 2016, Qualifiers",13.10.14,Wales vs Cyprus,2014,Cyprus,CY,14. Лабан,Laban,['Vincent Laban'],Success
5,2205,390,"Euros 2016, Qualifiers",13.10.14,Wales vs Cyprus,2014,Cyprus,CY,15. Антониадес,Antoniades,['Marios Antoniadis'],Success
6,2206,390,"Euros 2016, Qualifiers",13.10.14,Wales vs Cyprus,2014,Cyprus,CY,17. Эфрем,Ephrem,['Georgios Efrem'],Success
7,2207,390,"Euros 2016, Qualifiers",13.10.14,Wales vs Cyprus,2014,Cyprus,CY,20. Сотириу,Sotiriu,"['Pieros Sotiriou', 'Konstantinos Sotiriou']",Success
8,2208,390,"Euros 2016, Qualifiers",13.10.14,Wales vs Cyprus,2014,Cyprus,CY,23. Николау,Nikolaou,"['Marios Nikolaou', 'Thomas Nikolaou']",Success
9,2209,391,"Euros 2016, Qualifiers",16.11.14,Belgium vs Wales,2014,Wales,WA,1. Хенесси,Hennessy,['Wayne Hennessey'],Success
10,2210,391,"Euros 2016, Qualifiers",16.11.14,Belgium vs Wales,2014,Wales,WA,2. Гантер,Ganter,['Chris Gunter'],Success
11,2211,391,"Euros 2016, Qualifiers",16.11.14,Belgium vs Wales,2014,Wales,WA,3. Н.Тейлор,N Taylor,['Neil Taylor'],Success
12,2212,391,"Euros 2016, Qualifiers",16.11.14,Belgium vs Wales,2014,Wales,WA,4. Честер,Chester,['James Chester'],Success
13,2213,391,"Euros 2016, Qualifiers",16.11.14,Belgium vs Wales,2014,Wales,WA,6. Э.Уильямс,Ewilliams,['Ashley Williams'],Success
14,2214,391,"Euros 2016, Qualifiers",16.11.14,Belgium vs Wales,2014,Wales,WA,7. Аллен,Allen,['Joe Allen'],Success
15,2215,391,"Euros 2016, Qualifiers",16.11.14,Belgium vs Wales,2014,Wales,WA,8. Коттерилл,Cotterill,['David Cotterill'],Success
16,2216,391,"Euros 2016, Qualifiers",16.11.14,Belgium vs Wales,2014,Wales,WA,10. Рамзи,Ramsay,['Aaron Ramsey'],Success
17,2217,391,"Euros 2016, Qualifiers",16.11.14,Belgium vs Wales,2014,Wales,WA,16. Лэдли,Ladley,['Joe Ledley'],Success
18,2218,391,"Euros 2016, Qualifiers",16.11.14,Belgium vs Wales,2014,Wales,WA,9. Робсон-Кану,Robson Kanu,['Hal Robson-Kanu'],Success
19,2219,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Cyprus,CY,1. Гиоргаллидес,Giorgallides,['Antonis Georgallidis'],Success
20,2220,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Cyprus,CY,2. Деметриу,Demetriu,['Jason Dimitriou'],Success
21,2221,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Cyprus,CY,4. Меркис,Merkis,['Georgios Merkis'],Success
22,2222,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Cyprus,CY,6. Ангели,Angels,['Angelis Angeli'],Success
23,2223,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Cyprus,CY,15. Антониадес,Antoniades,['Marios Antoniadis'],Success
24,2224,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Cyprus,CY,7. Алонефтис,Aloneftis,['Stathis Aloneftis'],Success
25,2225,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Cyprus,CY,14. Лабан,Laban,['Vincent Laban'],Success
26,2226,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Cyprus,CY,17. Эфрем,Ephrem,['Georgios Efrem'],Success
27,2227,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Cyprus,CY,23. Николау,Nikolaou,"['Marios Nikolaou', 'Thomas Nikolaou']",Success
28,2228,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Cyprus,CY,10. Митидис,Mitidis,['Nestoras Mytidis'],Success
29,2229,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Andorra,AD,13. Поль,Paul,['Eric de Pablos'],Success
30,2230,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Andorra,AD,3. Валес,Vales,"['Marc Vales', 'Eric Vales']",Success
31,2231,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Andorra,AD,5. Э.Гарсия,E Garcia,['Emili Garcia'],Success
32,2232,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Andorra,AD,23. Рубио,Jordi Rubio,['Jordi Rubio'],Success
33,2233,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Andorra,AD,2. К.Мартинс,K Martins,0,Fail
34,2234,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Andorra,AD,7. Пухоль,Pujol,['Marc Pujol'],Success
35,2235,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Andorra,AD,8. М.Виейра,M Vieira,['Márcio Vieira'],Success
36,2236,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Andorra,AD,9. Риера,Riera,['Gabi Riera'],Success
37,2237,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Andorra,AD,19. Лоренсо,Lorenzo,['Iván Lorenzo'],Success
38,2238,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Andorra,AD,21. М.Гарсия,M Garcia,['Christian Garcia'],Success
39,2239,393,"Euros 2016, Qualifiers",16.11.14,Israel vs Bosnia-Herzegovina,2014,Israel,IL,18. Марсиано,Ofir Marciano,['Ofir Marciano'],Success
40,2240,393,"Euros 2016, Qualifiers",16.11.14,Israel vs Bosnia-Herzegovina,2014,Israel,IL,2. Мешумар,Meshumar,['Eyal Meshumar'],Success
41,2241,393,"Euros 2016, Qualifiers",16.11.14,Israel vs Bosnia-Herzegovina,2014,Israel,IL,3. Бен-Хаим,Ben Haim,['Tal Ben Haim'],Success
42,2242,393,"Euros 2016, Qualifiers",16.11.14,Israel vs Bosnia-Herzegovina,2014,Israel,IL,20. Бен-Аруш,Ben Arush,['Eden Ben Basat'],Success
43,2243,393,"Euros 2016, Qualifiers",16.11.14,Israel vs Bosnia-Herzegovina,2014,Israel,IL,21. Тиби,Tibi,['Eitan Tibi'],Success
44,2244,393,"Euros 2016, Qualifiers",16.11.14,Israel vs Bosnia-Herzegovina,2014,Israel,IL,6. Натхо,Natho,['Bibras Natcho'],Success
45,2245,393,"Euros 2016, Qualifiers",16.11.14,Israel vs Bosnia-Herzegovina,2014,Israel,IL,7. Захави,Zahavi,['Eran Zahavi'],Success
46,2246,393,"Euros 2016, Qualifiers",16.11.14,Israel vs Bosnia-Herzegovina,2014,Israel,IL,12. Бен-Хаим,Ben Haim,['Tal Ben Haim'],Success
47,2247,393,"Euros 2016, Qualifiers",16.11.14,Israel vs Bosnia-Herzegovina,2014,Israel,IL,13. Йейни,Jaini,['Sherin Yeini'],Success
48,2248,393,"Euros 2016, Qualifiers",16.11.14,Israel vs Bosnia-Herzegovina,2014,Israel,IL,14. Вермут,Vermouth,['Gil Vermouth'],Success
49,2249,393,"Euros 2016, Qualifiers",16.11.14,Israel vs Bosnia-Herzegovina,2014,Israel,IL,22. Дамари,Omer Damari,['Omer Damari'],Success
50,2250,393,"Euros 2016, Qualifiers",16.11.14,Israel vs Bosnia-Herzegovina,2014,Bosnia,BA,5. Квржич,Kvrzhich,['Zoran Kvrzic'],Success
51,2251,393,"Euros 2016, Qualifiers",16.11.14,Israel vs Bosnia-Herzegovina,2014,Bosnia,BA,21. Хаджич,Hadzic,"['Anel Hadzic', 'Irfan Hadzic']",Success
52,2252,401,"Euros 2016, Qualifiers",03.09.15,Belgium vs Bosnia-Herzegovina,2015,Belgium,BE,19. Вермален,Vermalen,['Thomas Vermaelen'],Success
53,2253,401,"Euros 2016, Qualifiers",03.09.15,Belgium vs Bosnia-Herzegovina,2015,Bosnia,BA,Vranješ,Vranješ,"['Stojan Vranjes', 'Ognjen Vranjes']",Success
54,2254,402,"Euros 2016, Qualifiers",03.09.15,Cyprus vs Wales,2015,Cyprus,CY,1. Гиоргаллидес,Giorgallides,['Antonis Georgallidis'],Success
55,2255,402,"Euros 2016, Qualifiers",03.09.15,Cyprus vs Wales,2015,Cyprus,CY,2. Досса жуниор,Dossajunior,0,Fail
56,2256,402,"Euros 2016, Qualifiers",03.09.15,Cyprus vs Wales,2015,Cyprus,CY,4. Деметриу,Demetriu,['Jason Dimitriou'],Success
57,2257,402,"Euros 2016, Qualifiers",03.09.15,Cyprus vs Wales,2015,Cyprus,CY,7. Экономидес,Economides,"['Chris Ikonomidis, Georgios Ikonomidis']",Success
58,2258,402,"Euros 2016, Qualifiers",03.09.15,Cyprus vs Wales,2015,Cyprus,CY,9. Митидис,Mitidis,['Nestoras Mytidis'],Success
59,2259,402,"Euros 2016, Qualifiers",03.09.15,Cyprus vs Wales,2015,Cyprus,CY,10. Хараламбидес,Charalambides,['Konstantinos Charalampidis'],Success
60,2260,402,"Euros 2016, Qualifiers",03.09.15,Cyprus vs Wales,2015,Cyprus,CY,13. Макридис,Makridis,['Konstantinos Makridis'],Success
